Type,Code,Name (Khmer),Name (Latin),Reference,Official Note,Note (by Checker)
????,7050401,????????????,Damnak Trayueng,????????? ??? ???.? ?????????????????,,
????,7050402,??????????,Chhlit Kraom,????????? ??? ???.? ?????????????????,,
????,7050403,???????,Chhlit Leu,????????? ??? ???.? ?????????????????,,
????,7050404,?????????????,Trapeang Andoung,????????? ??? ???.? ?????????????????,,
???,70505,?????????,Mean Ritth,????????? ??? ???.? ?????????????????,,
????,7050501,????????????????,Prey Krang Khang Cheung,????????? ??? ???.? ?????????????????,,
????,7050502,??????????????????,Prey Krang Khang Tboung,????????? ??? ???.? ?????????????????,,
????,7050503,?????????,Krang Leav,????????? ??? ???.? ?????????????????,,
????,7050504,??????????,Trapeang Chhuk,????????? ??? ???.? ?????????????????,,
???,70506,????????????,Srae Chea Khang Cheung,????????? ??? ???.? ?????????????????,,
????,7050601,????,Sophi,????????? ??? ???.? ?????????????????,,
????,7050602,???????,Prei Pir,????????? ??? ???.? ?????????????????,,
????,7050603,????????,Prean Tum,????????? ??? ???.? ?????????????????,,
????,7050604,?????????????,Trapeang Chranieng,????????? ??? ???.? ?????????????????,,
???,70507,??????????????,Srae Chea Khang Tboung,????????? ??? ???.? ?????????????????,,
????,7050701,????????????,Trapeang Kdar,????????? ??? ???.? ?????????????????,,
????,7050702,?????,Khpos,????????? ??? ???.? ?????????????????,,
????,7050703,????????,Ou Ruessei,????????? ??? ???.? ?????????????????,,
???,70508,????,Totung,????????? ??? ???.? ?????????????????,,
????,7050801,???????,Phnum Touch,????????? ??? ???.? ?????????????????,,
????,7050802,????????,Tuol Khpos,????????? ??? ???.? ?????????????????,,
????,7050803,????????????,Changkieng Khang Kaeut,????????? ??? ???.? ?????????????????,,
????,7050804,????????????,Changkieng Khang Lech,????????? ??? ???.? ?????????????????,,
????,7050805,?????????,Sdok Thlok,????????? ??? ???.? ?????????????????,,
????,7050806,???????,Damrei Leng,????????? ??? ???.? ?????????????????,,
????,7050807,??????????,Trapeang Niel,????????? ??? ???.? ?????????????????,,
????,7050808,?????????,Ou Kandal,????????? ??? ???.? ?????????????????,,
????,7050809,???????????,Khcheay Khang Kaeut,????????? ??? ???.? ?????????????????,,
???,70509,???? ????,Angk  Romeas,????????? ??? ???.? ?????????????????,,
????,7050901,???????????,Trapeang Reang,????????? ??? ???.? ?????????????????,,
????,7050902,????????,Antong Baek,????????? ??? ???.? ?????????????????,,
????,7050903,???????,Snaor Touch,????????? ??? ???.? ?????????????????,,
????,7050904,?????,Ponley,????????? ??? ???.? ?????????????????,,
????,7050905,???????,Bar Knong,????????? ??? ???.? ?????????????????,,
???,70510,?????,L'ang,????????? ??? ???.? ?????????????????,,
????,7051001,??????????,Trapeang Seh,????????? ??? ???.? ?????????????????,,
????,7051002,???,Baeun,????????? ??? ???.? ?????????????????,,
????,7051003,???????????,Damnak Ampil,????????? ??? ???.? ?????????????????,,
????,7051004,?????,L'ang,????????? ??? ???.? ?????????????????,,
?????,706,??????????,Kampong Trach,????????? ??? ???.? ?????????????????,,
???,70601,?????????????,Boeng Sala Khang Cheung,????????? ???? ???.? ?????????????????,,
????,7060101,?????????,Kaoh Tromung,????????? ???? ???.? ?????????????????,,
????,7060102,???????,Das Skor,????????? ???? ???.? ?????????????????,,
????,7060103,??????????????,Kaoh Makprang,????????? ???? ???.? ?????????????????,,
????,7060104,???????,Prey Tob,????????? ???? ???.? ?????????????????,,
???,70602,???????????????,Boeng Sala Khang Tboung,????????? ???? ???.? ?????????????????,,
????,7060201,????????,Kaoh Chamkar,????????? ???? ???.? ?????????????????,,
????,7060202,?????,Chres,????????? ???? ???.? ?????????????????,,
????,7060203,??????????,Svay Ph'aem,????????? ???? ???.? ?????????????????,,
????,7060204,???????????,Anlong Pring,?????????? ????? ???.? ????????? ??? ???????? ???? ???? ?????????????,,
???,70603,??????????????????,Damnak Kantuot Khang Cheung,????????? ???? ???.? ?????????????????,,
????,7060301,????????,Ou Slaeng,????????? ???? ???.? ?????????????????,,
????,7060302,???????,Prey Kes,????????? ???? ???.? ?????????????????,,
????,7060303,???????,Ou Popul,????????? ???? ???.? ?????????????????,,
????,7060304,????????,Phnum Damrei,????????? ???? ???.? ?????????????????,,
???,70604,????????????????????,Damnak Kantuot Khang Tboung,?????????? ???? ???.? ?????????????????,,
????,7060401,????????????,Damnak Kantuot,?????????? ???? ???.? ?????????????????,,
????,7060402,???????,Ou Roluos,?????????? ???? ???.? ?????????????????,,
????,7060403,?????????? ?,Angkor Chey Ti  Muoy,?????????? ???? ???.? ?????????????????,,
????,7060404,?????????? ?,Angkor Chey  Ti  Pir,?????????? ???? ???.? ?????????????????,,
????,7060405,???????????,Trapeang Chrey,?????????? ???? ???.? ?????????????????,,
???,70605,????????????????,Kampong Trach Khang Kaeut,????????? ?????? ????.? ?????????????????,,
????,7060501,???????????? ?,Kampong Trach Ti  Muoy,????????? ?????? ????.? ?????????????????,,
????,7060502,????????,Kaoh Khlout,????????? ?????? ????.? ?????????????????,,
????,7060503,?????????,Kaoh Ta Chan,????????? ?????? ????.? ?????????????????,,
????,7060504,????????,Robang Kras,????????? ?????? ????.? ?????????????????,,
???,70606,????????????????,Kampong Trach Khang Lech,????????? ?????? ????.? ?????????????????,,
????,7060601,?????????,Kandal Tuol,????????? ?????? ????.? ?????????????????,,
????,7060602,???????,Angkrong,????????? ?????? ????.? ?????????????????,,
????,7060603,????????,Phnum Salei,????????? ?????? ????.? ?????????????????,,
????,7060604,??????,Daeum Char,????????? ?????? ????.? ?????????????????,,
????,7060605,???????,Kaoh Phdau,????????? ?????? ????.? ?????????????????,,
????,7060606,?????????,Ou Chranieng,????????? ?????? ????.? ?????????????????,,
????,7060607,???????????? ?,Kampong Trach Ti  Pir,????????? ?????? ????.? ?????????????????,,
???,70607,???????????????,Prasat Phnom Khyang,????????????? ?????? ?????/????.?,?????????????????????????????????????????????????? ???????????????? ??? ?????/?.? ??????????? ?????? ?????????,
????,7060701,???????,Prey Koek,????????? ?????? ????.? ?????????????????,,
????,7060702,????????,Phnum Khyang,????????? ?????? ????.? ?????????????????,,
????,7060703,??????????,Chruoh Ta Saom,????????? ?????? ????.? ?????????????????,,
???,70608,???????????,Phnom Prasat,????????????? ??? ?????.??,???????????????????????????? ?????????????????? ???????????????? ??? ?????.?? ????????? ?? ?????? ?????????,
????,7060801,????????,Chranieng Te,????????? ??? ????.? ?????????????????,,
????,7060802,??????,Bang Bat,????????? ??? ????.? ?????????????????,,
????,7060803,??????????,Phnom Prasat,????????? ??? ???.?,???????????????????????????? ??????????????????,
????,7060804,??????,Khleang,????????? ??? ???.?,???????????????????????????????? ??????????????,
????,7060805,?????????????,Damnak Kralanh,????????? ??? ???.?,???????????????????????????????????? ??????????????????,
????,7060806,???????,Spean Thom,????????? ??? ???.?,???????????????????????????????????? ???????????????,
????,7060807,??????,Chong Suong,????????? ??? ???.? ?????????????????,,
???,70609,?????????,Ang Sophy,???????????????? ?????.??,????????????????????????????????????????????,
????,7060901,????????,Daeum Pou,????????? ??? ????.? ?????????????????,,
????,7060902,?????????,Ang Sophy,????????? ??? ???.?,??????????????????????????? ?????????????????,
????,7060903,????????,Prey Totueng,????????? ??? ????.? ?????????????????,,
????,7060904,????????,Snam Kur,????????? ??? ????.? ?????????????????,,
????,7060905,???????????,Boeng Thum Khang Lech,????????? ??? ????.? ?????????????????,,
????,7060906,???????????,Boeng Thum Khang Kaeut,????????? ??? ????.? ?????????????????,,
???,70612,??????????,Preaek Kroes,????????? ??? ???.? ?????????????????,,
????,7061201,??????????,Preaek Kroes,????????? ??? ????.? ?????????????????,,
????,7061202,?????????,Prey Pruos,????????? ??? ????.? ?????????????????,,
????,7061203,??????,Leak Chea,????????? ?????? ????.? ?????????????????,,
????,7061204,????????,Daeum Snay,????????? ?????? ????.?,,
????,7061205,????????,Kaoh Ta Kov,????????? ??? ????.? ?????????????????,,
????,7061206,???????????,Preah Trohueng,????????? ??? ????.? ?????????????????,,
????,7061207,????????,Kaoh Tnaot,????????? ??? ????.? ?????????????????,,
???,70613,????????????????,Ruessei Srok Khang Kaeut,????????? ??? ????.?,,
????,7061301,??????????,Ruessei Srok,????????? ??? ????.? ?????????????????,,
????,7061302,????????,Kaoh Snouk,????????? ??? ????.? ?????????????????,,
????,7061303,?????,Thnong,????????? ??? ????.? ?????????????????,,
????,7061304,????????????,Anlong Thngan,????????? ??? ????.? ?????????????????,,
???,70614,????????????????,Ruessei Srok Khang Lech,????????? ??? ????.? ?????????????????,,
????,7061401,?????,Thkov,????????? ??? ????.? ?????????????????,,
????,7061402,??,Lok,????????? ??? ????.? ?????????????????,,
????,7061403,???????????,Kaoh Kruesna,????????? ??? ????.? ?????????????????,,
????,7061404,??????????,Trapeang Niel,????????? ??? ????.? ?????????????????,,
????,7061405,????????????,Damnak Trabaek,????????? ??? ????.? ?????????????????,,
????,7061406,????????,Kampul Meas,????????? ??? ????.? ?????????????????,,
???,70615,?????????????,Svay Tong Khang Cheung,????????? ??? ???.? ?????????????????,,
????,7061501,???,Doung,????????? ??? ???.? ?????????????????,,
????,7061502,????????,Chheu Teal Roam,????????? ??? ???.? ?????????????????,,
????,7061503,?????,Bay Tea,????????? ??? ???.? ?????????????????,,
????,7061504,?????????,Phnum Kngab,????????? ??? ???.? ?????????????????,,
???,70616,???????????????,Svay Tong Khang Tboung,????????? ??? ????.? ?????????????????,,
????,7061601,????????,Kaoh Trach,????????? ??? ????.? ?????????????????,,
????,7061602,?????????,Kaoh Chhveang,????????? ??? ????.? ?????????????????,,
????,7061603,???????,Ta Khvay,????????? ??? ????.? ?????????????????,,
????,7061604,??????????,Slab Ta Aon,????????? ??? ????.? ?????????????????,,
????,7061605,???????,Svay Tong,????????? ??? ????.? ?????????????????,,
?????,707,?????,Tuek Chhou,?????????????? ??? ?????.??,??????????????????????????????????????????,
???,70702,????????,Chum Kriel,????????? ???? ???.? ?????????????????,,
????,7070201,?????????,Trapeang Thum,????????? ???? ???.? ?????????????????,,
????,7070202,????????,Chum Kriel,????????? ???? ???.? ?????????????????,,
????,7070203,??????,Samraong,????????? ???? ???.? ?????????????????,,
????,7070204,???????????,Kampong Kandal,????????? ???? ???.? ?????????????????,,
???,70703,??????????,Kampong Kraeng,????????? ???? ???.? ?????????????????,,
????,7070302,????????????,Andoung Chi Meun,????????? ???? ???.? ?????????????????,,
????,7070303,?????????,Prey Tnaot,????????? ???? ???.? ?????????????????,,
????,7070304,??????????,Kampong Kraeng,????????? ???? ???.? ?????????????????,,
????,7070305,??????????,Kampong Krong,????????? ???? ???.? ?????????????????,,
????,7070306,????????????,Makprang,????????? ???? ???.? ?????????????????,,
???,70704,??????????,Kampong Samraong,????????? ??? ???.? ?????????????????,,
????,7070401,?????????????,Trapeang Kanhchhaet,????????? ??? ???.? ?????????????????,,
????,7070402,????????????????,Kampong Samraong Khang Cheung,????????? ??? ???.? ?????????????????,,
????,7070403,??????????????????,Kampong Samraong Khang Tboung,????????? ??? ???.? ?????????????????,,
???,70705,??????,Kandaol,????????? ???? ???.? ?????????????????,,
????,7070501,???????,Phnum Touch,????????? ???? ???.? ?????????????????,,
????,7070502,?????????,Anlong Kokir,????????? ???? ???.? ?????????????????,,
????,7070503,????????,Tuek Kraham,????????? ???? ???.? ?????????????????,,
????,7070504,????????,Mean Ritth,????????? ???? ???.? ?????????????????,,
????,7070505,???????????,Damnak Trach,????????? ???? ???.? ?????????????????,,
???,70708,???????,Koun Satv,????????? ???? ???.? ?????????????????,,
????,7070801,????????,Bos Nhinh,????????? ???? ???.? ?????????????????,,
????,7070802,???????,Koun Satv,????????? ???? ???.? ?????????????????,,
????,7070803,????????,Kampong Nong,????????? ???? ???.? ?????????????????,,
????,7070804,??????????,Kampong Tnaot,????????? ???? ???.? ?????????????????,,
???,70709,????????????,Makprang,????????? ??? ???.? ?????????????????,,
????,7070901,????????????,Snam Prampir,????????? ??? ???.?,,
????,7070902,????????????,Bat Kbal Damrei,????????? ??? ???.? ?????????????????,,
????,7070903,???????,Moat Peam,????????? ??? ???.? ?????????????????,,
???,70712,?????????,Prey Khmum,????????? ???? ???.? ?????????????????,,
????,7071201,?????????,Prey Tomh,????????? ???? ???.? ?????????????????,,
????,7071202,????????,Boeng Ta Raung,????????? ???? ???.? ?????????????????,,
????,7071203,?????????,Prey Khmum,????????? ???? ???.? ?????????????????,,
????,7071204,????????,Voat Angk,????????? ???? ???.? ?????????????????,,
???,70713,????????,Prey Thnang,????????? ???? ???.? ?????????????????,,
????,7071301,????????,Chakkrei Ting,????????? ???? ???.? ?????????????????,,
????,7071302,???????????,Damnak Luong,????????? ???? ???.? ?????????????????,,
????,7071303,????????,Prey Thnang,????????? ???? ???.? ?????????????????,,
????,7071304,?????????,Tvear Thmei,????????? ???? ???.? ?????????????????,,
????,7071305,?????????,Chbar Ampov,????????? ???? ???.? ?????????????????,,
???,70715,????????,Stueng Kaev,????????? ???? ???.? ?????????????????,,
????,7071501,????????,Kampong Chen,????????? ???? ???.? ?????????????????,,
????,7071502,??????????,Trapeang Kak,????????? ???? ???.? ?????????????????,,
????,7071503,???,Doung,????????? ???? ???.? ?????????????????,,
????,7071504,????????,Mlich Kol,????????? ???? ???.? ?????????????????,,
????,7071505,??????????????????,Anlong Makprang,????????? ???? ???.? ?????????????????,,
???,70716,????,Thmei,????????? ???? ???.? ?????????????????,,
????,7071601,?????????,Trasek Kaong,????????? ???? ???.? ?????????????????,,
????,7071602,????????????,Trapeang Chrab,????????? ???? ???.? ?????????????????,,
????,7071603,????,Thmei,????????? ???? ???.? ?????????????????,,
????,7071604,?????????,Voat Pou,????????? ???? ???.? ?????????????????,,
????,7071605,??????,Doun Soy,????????? ???? ???.? ?????????????????,,
????,7071606,????????,Kou Chen Laeng,????????? ???? ???.? ?????????????????,,
???,70717,????????????,Trapeang Pring,????????? ???? ???.? ?????????????????,,
????,7071701,??????????????????,Trapeang Pring Khang Cheung,????????? ???? ???.? ?????????????????,,
????,7071702,????????????????????,Trapeang Pring Khang Tboung,????????? ???? ???.? ?????????????????,,
????,7071703,?????????,Bos Trabaek,????????? ???? ???.? ?????????????????,,
????,7071704,????,Angk,????????? ???? ???.? ?????????????????,,
???,70718,????????????,Trapeang Sangkae,????????? ??? ???.? ?????????????????,,
????,7071801,????????????,Trapeang Sangkae,????????? ??? ???.? ?????????????????,,
????,7071802,????????,Kampong Kaes,????????? ??? ???.? ?????????????????,,
????,7071803,?????????,Trapeang Thum,????????? ??? ???.? ?????????????????,,
???,70719,?????????,Trapeang Thum,????????? ??? ???.? ?????????????????,,
????,7071901,???????????,Trapeang Chrey,????????? ??? ???.? ?????????????????,,
????,7071902,??????,Krang,????????? ??? ???.? ?????????????????,,
????,7071903,?????????,Trapeang Thum,????????? ??? ???.? ?????????????????,,
????,7071904,???????,Svay Thum,????????? ??? ???.? ?????????????????,,
?????,708,????,Kampot,?????????????? ??? ?????.??,???????????????????????????????????????,
???????,70801,???????????,Kampong Kandal,?????????????? ??? ?????.??,?????????????????????????????????????????????????,
????,7080101,??????????,Sovann Sakor,????????? ??? ???.? ?????????????????,,
????,7080102,?????????,Phum  Muoy Ousaphea,????????? ??? ???.? ?????????????????,,
???????,70802,???????????,Krang Ampil,?????????????? ??? ?????.??,????????????????????????????????????????????????,
????,7080201,??????,Krang,????????? ??? ???.? ?????????????????,,
????,7080202,???????,Svay Thum,????????? ??? ???.? ?????????????????,,
???????,70803,????????,Kampong Bay,?????????????? ??? ?????.??,???????????????????????????????????????????,
????,7080301,??????????????,Kampong Bay Khang Cheung,????????? ??? ???.? ?????????????????,,
????,7080302,????????????????,Kampong Bay Khang Tboung,????????? ??? ???.? ?????????????????,,
???????,70804,???????????,Andoung Khmer,?????????????? ??? ?????.??,?????????????????????????????????????????????????,
????,7080401,??????????,Tvi Khang Cheung,????????? ??? ???.? ?????????????????,,
????,7080402,????????????,Tvi Khang Tboung,????????? ??? ???.? ?????????????????,,
????,7080403,?????,Ou Touch,????????? ??? ???.? ?????????????????,,
????,7080404,???????????,Andoung Khmer,????????? ??? ???.? ?????????????????,,
????,7080405,?????,Ta Doeb,????????? ??? ???.? ?????????????????,,
???????,70805,????????,Traeuy Kaoh,?????????????? ??? ?????.??,???????????????????????????????????????????,
????,7080501,??????,Doun Kaot,????????? ??? ???.? ?????????????????,,
????,7080502,??????,Ta Angk,????????? ??? ???.? ?????????????????,,
????,7080503,??????????,Boeng Ta Pream,????????? ??? ???.? ?????????????????,,
????,7080504,????,Srae,????????? ??? ???.? ?????????????????,,
?????,709,?????,Bokor,?????????????? ?? ?????.??,????????????????????????????????????????,
???????,70901,??????,Boeng Tuk,?????????????? ?? ?????.??,????????????????????????????????????????,
????,7090101,????,Roluos,?????????????? ?? ?????.?? ,???????????????????????????????????????? ,
????,7090102,???????,Kaeb Thmei,?????????????? ?? ?????.?? ,???????????????????????????????????????? ,
????,7090103,????????,Totueng Thngai,?????????????? ?? ?????.?? ,???????????????????????????????????????? ,
???????,70902,??????,Kaoh Touch,?????????????? ?? ?????.??,????????????????????????????????????????,
????,7090201,???? ??,Kilou Dabpir,?????????????? ?? ?????.?? ,???????????????????????????????????????? ,
????,7090202,????????,Preaek Chek,?????????????? ?? ?????.?? ,???????????????????????????????????????? ,
????,7090203,??????,Kandal,?????????????? ?? ?????.?? ,???????????????????????????????????????? ,
????,7090204,??????????,Preaek Ampil,?????????????? ?? ?????.?? ,???????????????????????????????????????? ,
???????,70903,??????????,Preaek Tnoat,?????????????? ?? ?????.??,????????????????????????????????????????,
????,7090301,??????????,Trapeang Ropov,?????????????? ?? ?????.?? ,???????????????????????????????????????? ,
????,7090302,??????????,Preaek Kraeng,?????????????? ?? ?????.?? ,???????????????????????????????????????? ,
????,7090303,??????????,Preaek Tnaot,?????????????? ?? ?????.?? ,???????????????????????????????????????? ,
????,7090304,??????,Changhaon,?????????????? ?? ?????.?? ,???????????????????????????????????????? ,
