Type,Code,Name (Khmer),Name (Latin),Reference,Official Note,Note (by Checker)
????,7020501,??????,Bariveas,????????? ??? ???.?  ?????????????????,,
????,7020502,???????????,Damnak Chambak,????????? ??? ???.?  ?????????????????,,
????,7020503,????????????,Damnak Trayueng,????????? ??? ???.?  ?????????????????,,
????,7020504,????????,Tram Sasar,????????? ??? ???.?  ?????????????????,,
????,7020505,??????,Praphong,????????? ??? ???.?  ?????????????????,,
???,70206,??????????????,Sdach Kong Khang Cheung,????????? ??? ???.?  ?????????????????,,
????,7020601,??????????,Chrung Sralau,????????? ??? ???.?  ?????????????????,,
????,7020602,??????,Kanlang,????????? ??? ???.?  ?????????????????,,
????,7020603,?????,Traeng,????????? ??? ???.?  ?????????????????,,
????,7020604,?????,Pong Tuek,????????? ??? ???.?  ?????????????????,,
???,70207,??????????????,Sdach Kong Khang lech,????????? ???? ???.?  ?????????????????,,
????,7020701,??????????,Prey Po Prich,????????? ???? ???.?  ?????????????????,,
????,7020702,?????,Rumpeun,????????? ???? ???.?  ?????????????????,,
????,7020703,?????????,Chamlang Chrey,????????? ???? ???.?  ?????????????????,,
????,7020704,?????,Chheu Teal,????????? ???? ???.?  ?????????????????,,
????,7020705,????????,Daeum Chamriek,????????? ???? ???.?  ?????????????????,,
???,70208,????????????????,Sdach Kong Khang Tboung,????????? ???? ???.?  ?????????????????,,
????,7020801,????????,Sangkae Duoch,????????? ???? ???.?  ?????????????????,,
????,7020802,????????,Ruessei Chuor,????????? ???? ???.?  ?????????????????,,
????,7020803,???????,Phnum Touch,????????? ???? ???.?  ?????????????????,,
????,7020804,????????,Sdach Kong,????????? ???? ???.?  ?????????????????,,
???,70209,?????????????,Tnoat Chong Srang,????????? ??? ???.?  ?????????????????,,
????,7020901,?????,Ta Lang,????????? ??? ???.?  ?????????????????,,
????,7020902,??????,Kouk Veaeng,????????? ??? ???.?  ?????????????????,,
????,7020903,?????,Tnaot,????????? ??? ???.?  ?????????????????,,
????,7020904,??????,Doun Teav,????????? ??? ???.?  ?????????????????,,
????,7020905,????????,Ruessei Chum,????????? ??? ???.?  ?????????????????,,
????,7020906,?????,Khnay,????????? ??? ???.?  ?????????????????,,
????,7020907,??????,Souriya,????????? ??? ???.?  ?????????????????,,
????,7020908,??????,Angkunh,????????? ??? ???.?  ?????????????????,,
???,70210,?????????????????,Trapeang Sala Khang Kaeut,????????? ???? ???.?  ?????????????????,,
????,7021001,????????,Toap Sdach,????????? ???? ???.?  ?????????????????,,
????,7021002,?????,Ta Ngeut,????????? ???? ???.?  ?????????????????,,
????,7021003,???,Poun,????????? ???? ???.?  ?????????????????,,
????,7021004,???,Lieb,????????? ???? ???.?  ?????????????????,,
????,7021005,?????,Khyaeum,????????? ???? ???.?  ?????????????????,,
???,70211,?????????????????,Trapeang Sala Khang Lech,????????? ??? ???.?  ?????????????????,,
????,7021101,????????????,Trapeang Kdol,????????? ??? ???.?  ?????????????????,,
????,7021102,?????????????,Keatha Vong Kraom,????????? ??? ???.?  ?????????????????,,
????,7021103,??????????,Keatha Vong Leu,????????? ??? ???.?  ?????????????????,,
????,7021104,?????,Sampoar,????????? ??? ???.?  ?????????????????,,
????,7021105,?????????,Prey Sralau,????????? ??? ???.?  ?????????????????,,
???,70212,????????????,Tuk Meas Khang Kaeut,????????? ??? ???.?  ?????????????????,,
????,7021201,????????????,Trapeang Pring,????????? ??? ???.?  ?????????????????,,
????,7021202,???????????,Srae Kan Chen,????????? ??? ???.?  ?????????????????,,
????,7021203,????????,Chrak Sdau,????????? ??? ???.?  ?????????????????,,
????,7021204,??????????????,Srae Kan Khang Kaeut,????????? ??? ???.?,,
????,7021205,??????????????,Srae Kan Khang Lech,????????? ??? ???.?  ?????????????????,,
????,7021206,????????,Angk Mli,????????? ??? ???.?  ?????????????????,,
???,70213,????????????,Tuk Meas Khang Lech,????????? ??? ???.?  ?????????????????,,
????,7021301,??????,Tuk Meas,????????? ??? ???.?  ?????????????????,,
????,7021302,????????,Kaoh Tonsae,????????? ??? ???.?  ?????????????????,,
????,7021303,????????,Chrak Khley,????????? ??? ???.?  ?????????????????,,
????,7021304,????????,Chamlang Chrey,????????? ??? ???.?  ?????????????????,,
????,7021305,??????,Prey Thum,????????? ??? ???.?  ?????????????????,,
????,7021306,???????,Prey Chek,????????? ??? ???.?  ?????????????????,,
????,7021307,???????????????,Prey Krala Khang Kaeut,????????? ??? ???.?  ?????????????????,,
????,7021308,???????????????,Prey Krala Khang Lech,????????? ??? ???.?  ?????????????????,,
???,70214,??????????????,Voat Angk Khang Cheung,????????? ??? ???.?  ?????????????????,,
????,7021401,?????????,Srae Traeng,????????? ??? ???.?  ?????????????????,,
????,7021402,?????????,Tnaot Roleung,????????? ??? ???.?  ?????????????????,,
????,7021403,????????,Ponhea Angkor,????????? ??? ???.?  ?????????????????,,
????,7021404,??????????,Svay Ph'aem,????????? ??? ???.?  ?????????????????,,
????,7021405,??????,Sou Peng,????????? ??? ???.?  ?????????????????,,
???,70215,????????????????,Voat Angk Khang Tboung,????????? ??? ???.?  ?????????????????,,
????,7021501,??????,Kandal,????????? ??? ???.?  ?????????????????,,
????,7021502,?????,Khnach,????????? ??? ???.?  ?????????????????,,
????,7021503,???,Theay,????????? ??? ???.?  ?????????????????,,
????,7021504,????,Totuem,????????? ??? ???.?  ?????????????????,,
????,7021505,????????,Srae Prey,????????? ??? ???.?  ?????????????????,,
?????,703,???,Chhuk,????????? ??? ???.?  ?????????????????,,
???,70301,?????,Baniev,????????? ??? ???.?  ?????????????????,,
????,7030101,?????,Ta Lang,????????? ??? ???.?  ?????????????????,,
????,7030102,?????????,Prey Chheu Nieng,????????? ??? ???.?  ?????????????????,,
????,7030103,?????,Ta Mom,????????? ??? ???.?  ?????????????????,,
????,7030104,?????????,Prey Phchum,????????? ??? ???.?  ?????????????????,,
????,7030105,????????????,Trapeang Ta Sek,????????? ??? ???.?  ?????????????????,,
???,70302,?????,Takaen,????????? ??? ???.?  ?????????????????,,
????,7030201,???????,Chamkar Morn,????????? ??? ???.?  ?????????????????,,
????,7030203,??????????,Veal Krasang,????????? ??? ???.?  ?????????????????,,
????,7030204,??????????,Chey Ta Svay,????????? ??? ???.?  ?????????????????,,
????,7030205,????????????,Damnak Trayueng,????????? ??? ???.?  ?????????????????,,
????,7030206,?????????,Trapeang Bei,????????? ??? ???.?  ?????????????????,,
????,7030207,????????,Sraka Neak,????????? ??? ???.?  ?????????????????,,
????,7030208,????,Khpob,????????? ??? ???.?  ?????????????????,,
????,7030209,???????,Chey Sena,????????? ??? ???.?  ?????????????????,,
????,7030210,???????????,Trapeang Kdei,????????? ??? ???.?  ?????????????????,,
????,7030211,??????????,Trapeang Run,????????? ??? ???.?  ?????????????????,,
????,7030212,?????????,Phnum Preal,????????? ??? ???.?  ?????????????????,,
????,7030213,??????,Monou Sokh,????????? ??? ???.?  ?????????????????,,
???,70303,???????,Boeng Nimol,????????? ??? ???.?  ?????????????????,,
????,7030301,??????,Srangae,????????? ??? ???.?  ?????????????????,,
????,7030302,?????,Prech,????????? ??? ???.?  ?????????????????,,
????,7030303,????????,Pou Doh,????????? ??? ???.?  ?????????????????,,
????,7030304,???,Boeng,????????? ??? ???.?  ?????????????????,,
???,70304,???,Chhuk,????????? ??? ???.?  ?????????????????,,
????,7030401,???????,Krasang,????????? ??? ???.?  ?????????????????,,
????,7030402,?????,Chheu Teal,????????? ??? ???.?  ?????????????????,,
????,7030403,???????????,Trapeang Chrey,????????? ??? ???.?  ?????????????????,,
????,7030404,??????,Krahung,????????? ??? ???.?  ?????????????????,,
???,70305,??????,Doun Yay,????????? ??? ???.?  ?????????????????,,
????,7030501,?????????,Prey Khmum,????????? ??? ???.?  ?????????????????,,
????,7030502,?????????????,Krasang Mean Chey,????????? ??? ???.?  ?????????????????,,
????,7030503,???????????,Trapeang Kakaoh,????????? ??? ???.?  ?????????????????,,
????,7030504,??????,Kandal,????????? ??? ???.?  ?????????????????,,
????,7030505,??????,Doun Yay,????????? ??? ???.?  ?????????????????,,
???,70306,???????????,Krang Sbov,????????? ??? ???.?  ?????????????????,,
????,7030601,??????,Choar Dom,????????? ??? ???.?  ?????????????????,,
????,7030602,??????????,Trapeang Leuk,????????? ??? ???.?  ?????????????????,,
????,7030603,???????????,Krang Mdeng,????????? ??? ???.?  ?????????????????,,
????,7030604,???????????,Krang Sbov,????????? ??? ???.?  ?????????????????,,
????,7030605,??,Mon,????????? ??? ???.?  ?????????????????,,
???,70307,???????????,Krang Snay,????????? ??? ???.?  ?????????????????,,
????,7030701,???,Touch,????????? ??? ???.?  ?????????????????,,
????,7030702,??????,Ta Noan,????????? ??? ???.?  ?????????????????,,
????,7030703,??????????????????,Damnak Toap Khang Cheung,????????? ??? ???.?  ?????????????????,,
????,7030704,????????????????????,Damnak Toap Khang Tboung,????????? ??? ???.?  ?????????????????,,
????,7030705,????,Lve,????????? ??? ???.?  ?????????????????,,
????,7030706,??????????,Krang Roluos,????????? ??? ???.?  ?????????????????,,
???,70308,?????,Lbaeuk,????????? ??? ???.?  ?????????????????,,
????,7030801,????????,Srae Chrov,????????? ??? ???.?  ?????????????????,,
????,7030802,???,Tuol,????????? ??? ???.?  ?????????????????,,
????,7030803,??????????,Trapeang Kuy,????????? ??? ???.?  ?????????????????,,
????,7030804,??????????,Trapeang Thma,????????? ??? ???.?  ?????????????????,,
????,7030805,???????????,Trapeang Kokir,????????? ??? ???.?  ?????????????????,,
???,70309,?????????????,Trapeang Phleang,????????? ??? ???.?  ?????????????????,,
????,7030901,???????,Kaoh Sla,????????? ??? ???.?  ?????????????????,,
????,7030902,???????,Dom Phdau,????????? ??? ???.?  ?????????????????,,
????,7030903,???????,Prey Peay,????????? ??? ???.?  ?????????????????,,
????,7030904,????????,Tuol Doun Tei,????????? ??? ???.?  ?????????????????,,
????,7030905,???????,Srae Leav,????????? ??? ???.?  ?????????????????,,
????,7030906,???????????,Trapeang Sdau,????????? ??? ???.?  ?????????????????,,
???,70310,??????,Mean Chey,????????? ??? ???.?  ?????????????????,,
????,7031001,?????????,Angk Svay,????????? ??? ???.?  ?????????????????,,
????,7031002,???????,Ta Prum,????????? ??? ???.?  ?????????????????,,
????,7031003,???,Tul,????????? ??? ???.?  ?????????????????,,
????,7031004,?????????,Prey Trang,????????? ??? ???.?  ?????????????????,,
????,7031005,?????????,Veal Tbal,????????? ??? ???.?  ?????????????????,,
???,70311,???????,Neareay,????????? ??? ???.?  ?????????????????,,
????,7031101,???????,Neareay,????????? ??? ???.?  ?????????????????,,
????,7031102,?????,Pos Pong,????????? ??? ???.?  ?????????????????,,
????,7031103,?????????,Prey Sbov,????????? ??? ???.?  ?????????????????,,
????,7031104,?????????,Khnach Romeas,????????? ??? ???.?  ?????????????????,,
???,70312,??????,Satv Pong,????????? ??? ???.?  ?????????????????,,
????,7031201,??????,Satv Pong,????????? ??? ???.?  ?????????????????,,
????,7031202,???????,Prey Baen,????????? ??? ???.?  ?????????????????,,
????,7031203,?????????????,Trapeang Andoung,????????? ??? ???.?  ?????????????????,,
????,7031204,????,Chrey,????????? ??? ???.?  ?????????????????,,
???,70313,?????????,Trapeang Bei,????????? ??? ???.?  ?????????????????,,
????,7031301,???????????,Damnak Chhnuol,????????? ??? ???.?  ?????????????????,,
????,7031302,????????????,Trapeang Lbaeuk,????????? ??? ???.?  ?????????????????,,
????,7031303,?????????,Trapeang Bei,????????? ??? ???.?  ?????????????????,,
????,7031304,????????,Kaoh Ruessei,????????? ??? ???.?  ?????????????????,,
???,70314,??????,Tramaeng,????????? ??? ???.?  ?????????????????,,
????,7031401,??????????,Chheu Teal Chrum,????????? ??? ???.?  ?????????????????,,
????,7031402,??????,Tramaeng,????????? ??? ???.?  ?????????????????,,
????,7031403,??????,Pramoul,????????? ??? ???.?  ?????????????????,,
????,7031404,????????,Ang Khley,????????? ??? ???.?  ?????????????????,,
????,7031405,??????????,Trapeang Boeng,????????? ??? ???.?  ?????????????????,,
???,70315,?????????????,Dechou Akphivoadth,?????????? ??? ?????? ?? ???? ????,?????????? ??? ?????? ?? ???? ????,
????,7031501,?????????????,Te Chour Apiwat,????????? ???? ???.?  ?????????????????,?????????? ??? ?????? ?? ???? ???? ???????????????????????,
????,7031502,?????????????,Te Chour Kbal Damrey,????????? ???? ???.?  ?????????????????,?????????? ??? ?????? ?? ???? ???? ???????????????????????,
????,7031503,???????????,Te Chour Angkanh,????????? ???? ???.?  ?????????????????,?????????? ??? ?????? ?? ???? ???? ???????????????????????,
????,7031504,?????????,Te Chour Pongrok,????????? ???? ???.?  ?????????????????,?????????? ??? ?????? ?? ???? ???? ???????????????????????,
????,7031505,????????????,Te Chour Chreybak,????????? ???? ???.?  ?????????????????,?????????? ??? ?????? ?? ???? ???? ???????????????????????,
????,7031506,?????????????????,Te Chour Anlong Kmeng Leng,????????? ???? ???.?  ?????????????????,?????????? ??? ?????? ?? ???? ???? ???????????????????????,
?????,704,???????,Chum Kiri,?????????? ???? ???.? ?????????????????,,
???,70401,?????,Chres,????????? ??? ????.? ?????????????????,,
????,7040101,?????,Ta Teaen,????????? ??? ????.? ?????????????????,,
????,7040102,????????????,Trapeang Chheu Teal,????????? ??? ????.? ?????????????????,,
????,7040103,????,Thmea,????????? ??? ????.? ?????????????????,,
????,7040104,?????,Chres,????????? ??? ????.? ?????????????????,,
????,7040105,???????,Baknoem,?????????? ????? ???.? ????????? ??? ???????? ???? ???? ?????????????,,
???,70402,????????,Chumpu Voan,????????? ??? ????.? ?????????????????,,
????,7040201,????,Khley,????????? ??? ????.? ?????????????????,,
????,7040202,??????,Monou Nob,????????? ??? ????.? ?????????????????,,
????,7040203,??????,Kandal,????????? ??? ????.? ?????????????????,,
????,7040204,?????,Chheu Teal,????????? ??? ????.? ?????????????????,,
????,7040205,???,Chek,????????? ??? ????.? ?????????????????,,
????,7040206,???????,Damrei Koun,????????? ??? ????.? ?????????????????,,
????,7040207,????,Thmei,????????? ??? ????.? ?????????????????,,
????,7040208,????????????,Trapang Pring,?????????? ????? ???.? ????????? ??? ???????? ???? ???? ?????????????,,
???,70403,???????????,Snay Anhchit,????????? ??? ????.? ?????????????????,,
????,7040301,???????????,Snay Anhchit,????????? ??? ????.? ?????????????????,,
????,7040302,????,Doun Ov,????????? ??? ????.? ?????????????????,,
????,7040303,?????,Ta Phol,????????? ??? ????.? ?????????????????,,
????,7040304,?????????,Prey Khcheay,????????? ??? ????.? ?????????????????,,
????,7040305,????????????,Damnak Chheu Kram,????????? ??? ????.? ?????????????????,,
???,70404,???????,Srae Chaeng,????????? ??? ????.? ?????????????????,,
????,7040401,?????,Kamnab,????????? ??? ????.? ?????????????????,,
????,7040402,???????,Khpob Run,????????? ??? ????.? ?????????????????,,
????,7040403,????????,Prey Khley,????????? ??? ????.? ?????????????????,,
????,7040404,?????,Pong Tuek,????????? ??? ????.? ?????????????????,,
????,7040405,???????,Srae Chaeng,????????? ??? ????.? ?????????????????,,
???,70405,?????????,Srae Knong,????????? ???????.? ?????????????????,,
????,7040501,???,Doung,????????? ??? ????.? ?????????????????,,
????,7040502,???????,Prey Veaeng,????????? ??? ????.? ?????????????????,,
????,7040503,????????,Prey Khmau,????????? ??? ????.? ?????????????????,,
????,7040504,????????,Prey Yav,????????? ??? ????.? ?????????????????,,
????,7040505,???????????,Damnak Chhnuol,????????? ??? ????.? ?????????????????,,
????,7040506,???????,Tbaeng Pok,????????? ??? ????.? ?????????????????,,
???,70406,?????????,Srae Samraong,????????? ??? ???.? ?????????????????,,
????,7040601,???????,Thlok Yul,????????? ??? ????.? ?????????????????,,
????,7040602,?????????,Srae Samraong,????????? ??? ????.? ?????????????????,,
????,7040603,???????????,Trapeang Prei,????????? ??? ????.? ?????????????????,,
????,7040604,???????,Roka Thmei,????????? ??? ????.? ?????????????????,,
????,7040605,?????,Pou,????????? ??? ????.? ?????????????????,,
???,70407,???????????,Trapeang Reang,?????????? ???? ???.? ?????????????????,,
????,7040701,??????????,Trapeang Veaeng,????????? ??? ????.? ?????????????????,,
????,7040702,????,Rovieng,????????? ??? ????.? ?????????????????,,
????,7040703,?????,Ta Reach,????????? ??? ????.? ?????????????????,,
????,7040704,????????????,Trapeang Skon,????????? ??? ????.? ?????????????????,,
????,7040705,???,Ou,????????? ??? ????.? ?????????????????,,
?????,705,?????,Dang Tong,????????? ??? ???.? ?????????????????,,
???,70501,????????????,Damnak Sokram,????????? ??? ???.? ?????????????????,,
????,7050101,????????????,Trapeang Ta Meas,????????? ??? ???.? ?????????????????,,
????,7050102,???? ?????,Angk Ropeak,????????? ??? ???.? ?????????????????,,
????,7050103,???????????,Khcheay Khang Lech,????????? ??? ???.? ?????????????????,,
????,7050104,????????????,Trapeang Ruessei,????????? ??? ???.? ?????????????????,,
????,7050105,??????????,Krang Ampov,????????? ??? ???.? ?????????????????,,
???,70502,?????,Dang Tong,????????? ??? ???.? ?????????????????,,
????,7050201,??????,Thum Thmei,????????? ??? ???.? ?????????????????,,
????,7050202,???????,Chrak Kaes,????????? ??? ???.? ?????????????????,,
????,7050203,?????????????,Trapeang Mnoas,????????? ??? ???.? ?????????????????,,
????,7050204,???????????,Khcheay Khang Cheung,????????? ??? ???.? ?????????????????,,
????,7050205,????????????????,Trapeang Veaeng Khang Kaeut,????????? ??? ???.? ?????????????????,,
????,7050206,????????????????,Trapeang Veaeng Khang Lech,????????? ??? ???.? ?????????????????,,
????,7050207,???????,Srov Leu,????????? ??? ???.? ?????????????????,,
????,7050208,?????????????,Khcheay Khang Tboung,????????? ??? ???.? ?????????????????,,
????,7050209,??????,Prey Pok,????????? ??? ???.? ?????????????????,,
????,7050210,????????,Prey Kokir,????????? ??? ???.? ?????????????????,,
????,7050211,??????????,Srov Kraom,????????? ??? ???.? ?????????????????,,
???,70503,???????????,Khcheay Khang Cheung,????????? ??? ???.? ?????????????????,,
????,7050301,?????????,Prey Khmum,????????? ??? ???.? ?????????????????,,
????,7050302,???????????,Prey Samnang Leu,????????? ??? ???.? ?????????????????,,
????,7050303,??????????????,Prey Samnang Kraom,????????? ??? ???.? ?????????????????,,
????,7050304,?????????????,Kamraeng Krasang,????????? ??? ???.? ?????????????????,,
????,7050305,??????,Damnak,????????? ??? ???.? ?????????????????,,
???,70504,?????????????,Khcheay Khang Tboung,????????? ??? ???.? ?????????????????,,
