Type,Code,Name (Khmer),Name (Latin),Reference,Official Note,Note (by Checker)
????,6060503,????,Roneam,????????? ??? ???.?,,
????,6060504,??????,Trabaek,????????? ??? ???.?,,
????,6060505,?????,Rumpuh,????????? ??? ???.?,,
????,6060506,???????,Choan Leaeng,????????? ??? ???.?,,
????,6060507,?????,Choam Phal,????????? ??? ???.?,,
????,6060508,??????,Samrom,????????? ??? ???.?,,
????,6060509,????,Popueng,????????? ??? ???.?,,
????,6060510,?????,Phtoul,????????? ??? ???.?,,
????,6060511,????,Thmei,????????? ??? ???.?,??????????????? ????????,
???,60606,??,Ngan,??? ??? ???.?,,
????,6060601,??????,Dang Totueng,????????? ??? ???.?,,
????,6060602,?????,Khmer,????????? ??? ???.?,,
????,6060603,?????????,Krang Daeum,????????? ??? ???.?,,
????,6060604,????,Rovieng,????????? ??? ???.?,,
????,6060605,?????,Sralau,????????? ??? ???.?,,
????,6060606,??,Ngan,????????? ??? ???.?,,
????,6060607,????,Samphi,????????? ??? ???.?,,
????,6060608,?????,Troeb,????????? ??? ???.?,,
????,6060609,??????????,Veal Pring Leu,????????? ??? ???.?,,
????,6060610,?????????,Tang Krasau,????????? ??? ???.?,,
????,6060611,?????????,Krabei Prey,????????? ??? ???.?,,
????,6060612,????????,Ou Tnaot,????????? ??? ???.?,,
????,6060613,?????,Svay,????????? ??? ???.?,,
???,60607,???????,Sandan,???? ??? ???.?,,
????,6060701,??????,Danghet,????????? ??? ???.?,,
????,6060702,???,Chhuk,????????? ??? ???.?,,
????,6060703,???????,Krasang,????????? ??? ???.?,,
????,6060704,???????,Srae Chang,????????? ??? ???.?,,
????,6060705,?????????????,Prasat Andaet,????????? ??? ???.?,,
????,6060706,?????????,Kbal Khla,????????? ??? ???.?,,
????,6060707,?????,Svay,????????? ??? ???.?,,
????,6060708,??,Chor,????????? ??? ???.?,,
????,6060709,????????,Tuek Mleang,????????? ??? ???.?,,
????,6060710,???????,Sandan,????????? ??? ???.?,,
????,6060711,???????????,Kampong Trabaek,????????? ??? ???.?,,
????,6060712,?????,Ba Chey,????????? ??? ???.?,,
????,6060713,????????,Prey Kokir,????????? ??? ???.?,,
???,60608,???????,Sochet,???? ??? ???.?,,
????,6060801,?????,Rumchek,????????? ??? ???.?,,
????,6060802,??????,Krang,????????? ??? ???.?,,
????,6060803,????????,Pou Roung,????????? ??? ???.?,,
????,6060804,?????,Tayang,????????? ??? ???.?,,
????,6060805,?????,Ansa,????????? ??? ???.?,,
????,6060806,?????,Pren,????????? ??? ???.?,,
????,6060807,?????????,Srae Pring,????????? ??? ???.?,,
???,60609,?????,Tum Ring,??? ??? ???.?,,
????,6060901,???,Leaeng,????????? ??? ???.?,,
????,6060902,????,Roneam,????????? ??? ???.?,,
????,6060903,?????,Ronteah,????????? ??? ???.?,,
????,6060904,????,Tum Ar,????????? ??? ???.?,,
????,6060905,?????????,Kbal Damrei,????????? ??? ???.?,,
????,6060906,?????,Samraong,????????? ??? ???.?,,
????,6060907,??????????,Sralau Sraong,????????? ??? ???.?,,
????,6060908,???,Khaos,????????? ??? ???.?,,
?????,607,??????,Santuk,????????? ??? ???.?,,
???,60701,???????,Boeng Lvea,??? ??? ???.?,,
????,6070107,????????,Ou Ampil,????????? ???? ???.?,????????,
????,6070108,?????????,Ou Angkonh,????????? ???? ???.?,????????,
????,6070109,?????,Ou Thom,????????? ???? ???.?,????????,
????,6070110,?????????,Romdul Thmey,????????? ???? ???.?,????????,
????,6070111,?????????,Ou KroNhoung,????????? ???? ???.?,????????,
????,6070112,???????,Ou Korki,????????? ???? ???.?,????????,
????,6070113,???????????,Trapeang Korkos,????????? ???? ???.?,????????,
???,60702,??????,Chroab,??? ??? ???.?,,
????,6070201,????????,Tuol Vihear,????????? ??? ???.?,,
????,6070202,????????,Chey Mongkol,????????? ??? ???.?,,
????,6070203,???????????,Sdok Sdam,????????? ??? ???.?,,
????,6070204,??????????,Ou Kaoh Kokir,????????? ??? ???.?,,
???,60703,????????,Kampong Thma,??? ??? ???.?,,
????,6070301,????????,Prey Phlu,????????? ??? ???.?,,
????,6070302,??????,Thon Moung,????????? ??? ???.?,,
????,6070303,????????,Tuol Sangkae,????????? ??? ???.?,,
????,6070304,????????,Kampong Thma,????????? ??? ???.?,,
????,6070305,????,Kang Sau,????????? ??? ???.?,,
????,6070306,?????,Chheu Teal,????????? ??? ???.?,,
????,6070307,????,Khley,????????? ??? ???.?,,
????,6070308,????,Snao,????????? ??? ???.?,,
????,6070309,?????,Khvaek,????????? ??? ???.?,,
????,6070310,?????,L'ak,????????? ??? ???.?,,
????,6070311,?????,S'ang,????????? ??? ???.?,,
????,6070312,??????????,Trapeang Tuem,?????????? ??? ??????? ,????????????????????????????? ,
????,6070313,????????,Kaoh Bangkov,?????????? ??? ??????? ,????????????????????????????? ,
????,6070314,???????????,Trapeang Prei,?????????? ??? ??????? ,????????????????????????????? ,
????,6070315,???????,Boeng Lvea,?????????? ??? ??????? ,????????????????????????????? ,
???,60704,????,Kakaoh,??? ??? ???.?,,
????,6070401,???????,Chey Chumneah,????????? ??? ???.?,,
????,6070402,????????,Kiri Von,????????? ??? ???.?,,
????,6070403,??????????,Tboung Krapeu,????????? ??? ???.?,,
????,6070404,???????,Cheay Sbai,????????? ??? ???.?,,
????,6070405,?????????,Svay Kal,????????? ??? ???.?,,
????,6070406,???????????,Santuk Knong,????????? ??? ???.?,,
????,6070407,??????????,Santuk Krau,????????? ??? ???.?,,
????,6070408,?????,Chi Meakh,????????? ??? ???.?,,
????,6070409,??????????,Sala Santuk,????????? ??? ???.?,,
????,6070410,?????,Samnak,????????? ??? ???.?,,
???,60705,?????,Kraya,??? ??? ???.?,,
????,6070501,?????,Kraya,????????? ??? ???.?,,
????,6070502,???,Tok,????????? ??? ???.?,,
????,6070503,????????????,Trapeang Pring,????????? ??? ???.?,,
????,6070504,???????,Dang Kdar,????????? ??? ???.?,,
????,6070505,??????,Ta Menh,????????? ??? ???.?,,
????,6070506,????????,Sopheak Mongkol,????????? ??? ???.?,,
????,6070507,????????,Thma Samlieng,????????? ???????.?,,
????,6070508,??????????,Chheu Teal Chrum,????????? ???? ????,?????????????????????,
????,6070509,????????????,Trapeang Ruessei,????????? ???? ???.?,????????,
????,6070510,??????????,Ou Tuek Thla,????????? ???? ???.?,????????,
????,6070511,????????????,Saen Serei Mongkul,????????? ???? ???.?,????????,
???,60706,????,Pnov,???? ??? ???.?,,
????,6070601,????????,Traeuy Ou,????????? ??? ???.?,,
????,6070602,????,Pnov,????????? ??? ???.?,,
????,6070603,?????,Kang Meas,????????? ??? ???.?,,
???,60707,???????,Prasat,??? ??? ???.?,,
????,6070701,?????,Sampong,????????? ??? ???.?,,
????,6070702,????????,Sivottha,????????? ??? ???.?,,
????,6070703,??????????,Chambak Chrum,????????? ??? ???.?,,
????,6070704,???????,Prasat,????????? ??? ???.?,,
????,6070705,??????,Ta Nhaok,????????? ??? ???.?,,
????,6070706,????????,Srae Ta Kao,????????? ??? ???.?,,
????,6070707,???????????,Traeuy Myab,????????? ??? ???.?,,
????,6070708,???,Leav,????????? ??? ???.?,,
????,6070709,????????????,Banteay Yumreach,????????? ??? ???.?,???????????????????? ????????????,
????,6070710,????????,Tnaot Chum,????????? ??? ???.?,,
????,6070711,?????,Tbaeng,?????????? ??? ??????? ,???????????????????????????? ,
????,6070712,????????,Sangkruoh,?????????? ??? ??????? ,???????????????????????????? ,
???,60708,???????????,Tang Krasang,??? ??? ???.?,,
????,6070801,?????,Prampir Meakkakra,????????? ??? ???.?,,
????,6070802,???????????,Tang Krasang,????????? ??? ???.?,,
????,6070803,???????,Chheu Lving,????????? ??? ???.?,,
????,6070804,???????,Kokir Chuor,????????? ??? ???.?,,
????,6070805,???????,Tuol Chan,????????? ??? ???.?,,
????,6070806,???????????,Chambak Khang Cheung,????????? ??? ???.?,,
????,6070807,?????????,Sang Khleang,????????? ??? ???.?,,
????,6070808,???????,Thormmeak Neath,????????? ??? ???.?,???????????????? ???????,
????,6070809,?????????,Sangkom Thmei,????????? ??? ???.?,,
????,6070810,??????????,Veang Khang Cheung,????????? ??? ???.?,,
????,6070811,????????????,Veang Khang Tboung,????????? ??? ???.?,,
???,60709,????,Ti Pou,??? ??? ???.?,,
????,6070901,????,Ti Pou,????????? ??? ???.?,,
????,6070902,???????,Nimit,????????? ??? ???.?,,
????,6070903,????,Thmei,????????? ??? ???.?,,
????,6070904,???????,Ta Preach,????????? ??? ???.?,,
????,6070905,?????,Samraong,????????? ??? ???.?,,
????,6070906,????????,Chhuk Rumduol,????????? ??? ???.?,,
????,6070907,????????,Choam Thnanh,????????? ??? ???.?,,
????,6070908,?????,Phlong,????????? ??? ???.?,,
????,6070909,???????,Kbal Bei,????????? ??? ???.?,,
????,6070910,?????????,Srae Srama,????????? ??? ???.?,,
????,6070911,????????????,Trapeang Trom,????????? ??? ???.?,,
????,6070912,???????????? ?,Sen Akpiwat 1,????????? ???? ????,????????,
????,6070913,???????????? ?,Sen Akpiwat 2,????????? ???? ????,????????,
????,6070914,?????,Ou Thom,??? ???? ???? ????????? ??-??-????,????????,
???,60710,??????????,Tboung Krapeu,????????? ??????.?,,
????,6071001,????????,Pou Khav,????????? ??? ???.?,,
????,6071002,???????,Panhnha Chi,????????? ??? ???.?,,
????,6071003,?????,Ampuh,????????? ??? ???.?,,
????,6071004,?????,Chong Da,????????? ??? ???.?,,
????,6071005,??????,Kal Mekh,????????? ??? ???.?,,
?????,608,?????,Stoung,????????? ??? ???.?,,
???,60801,???????????,Banteay Stoung,??? ??? ???.?,,
????,6080101,????????,Ponlea Chey,????????? ??? ???.?,,
????,6080102,??????,Chanloh,????????? ??? ???.?,,
????,6080103,???,Beng,????????? ??? ???.?,,
????,6080104,???????????,Banteay Stoung,????????? ??? ???.?,,
????,6080105,????????,Kok Kruos,????????? ??? ???.?,,
????,6080106,?????????,Kouk Sandaek,????????? ??? ???.?,,
????,6080107,?????,Chheu Teal,????????? ??? ???.?,,
????,6080108,?????,Pou,????????? ??? ???.?,,
????,6080109,??????,Sla Kar,????????? ??? ???.?,,
????,6080110,??????????,Chambak Panhnha,????????? ??? ???.?,,
????,6080111,?????,Bar Veaeng,????????? ??? ???.?,,
????,6080112,????,Roluos,????????? ??? ???.?,,
????,6080113,?????,Ta Maeu,????????? ??? ???.?,,
????,6080114,????????,Sraom Daek,????????? ??? ???.?,,
????,6080115,???????,Doun Pok,????????? ??? ???.?,,
???,60802,?????????,Chamna Kraom,??? ??? ???.?,,
????,6080201,??????????,Preah Neangkoal,????????? ??? ???.?,,
????,6080202,?????,Sampoar,????????? ??? ???.?,,
????,6080203,????????,Srei Rongit,????????? ??? ???.?,,
????,6080204,???????,Svay Ie,????????? ??? ???.?,,
????,6080205,?????,Neang Noy,????????? ??? ???.?,,
????,6080206,???????,Sandan,????????? ??? ???.?,,
????,6080207,?????????,Spean Krong,????????? ??? ???.?,,
????,6080208,??????,Chi Ab,????????? ??? ???.?,,
????,6080209,??????,Chamnak,????????? ??? ???.?,,
????,6080210,???,Lieb,????????? ??? ???.?,,
???,60803,??????,Chamna Leu,???? ??? ???.?,,
????,6080301,?????,Srang,????????? ??? ???.?,,
????,6080302,???????,Prasat,????????? ??? ???.?,,
????,6080303,??????????,Trapeang Choar,????????? ??? ???.?,,
????,6080304,??????,Khmak,????????? ??? ???.?,,
????,6080305,??,Kor,????????? ??? ???.?,,
????,6080306,?????,Lhong,????????? ??? ???.?,,
????,6080307,???????????,Andoung Trom,????????? ??? ???.?,,
????,6080308,????,Thlok,????????? ??? ???.?,,
????,6080309,?????,K'en,????????? ??? ???.?,,
????,6080310,?????,Phlaoch,????????? ??? ???.?,,
???,60804,???????????,Kampong Chen Cheung,???? ??? ???.?,,
????,6080401,?????,Tnaot,????????? ??? ???.?,,
????,6080402,???,Chek,????????? ??? ???.?,,
????,6080403,??,Chak,????????? ??? ???.?,,
????,6080404,???,Roka,????????? ??? ???.?,,
????,6080405,?????????,Neang Sa Lngeach,????????? ??? ???.?,?????????????????? ?????????,
????,6080406,?????,Trach,????????? ??? ???.?,,
???,60805,?????????????,Kampong Chen Tboung,??? ??? ???.?,,
????,6080501,?????,Chheu Teal,????????? ??? ???.?,,
????,6080502,?????,Leab Tong,????????? ??? ???.?,,
????,6080503,?????????,Kampong Kdei,????????? ??? ???.?,,
????,6080504,????????,Kampong Chen,????????? ??? ???.?,,
????,6080505,?????,Chi Youk,????????? ??? ???.?,,
????,6080506,??????,Svay Sa,????????? ??? ???.?,,
????,6080507,??????,Nguon Siem,????????? ??? ???.?,,
???,60806,????????,Msa Krang,??? ??? ???.?,,
????,6080601,??????,Ou Doung,????????? ??? ???.?,,
????,6080602,??????????,Sambuor Tboung,????????? ??? ???.?,,
????,6080603,????????,Sambuor Cheung,????????? ??? ???.?,,
????,6080604,???????,Kouk Trea,????????? ??? ???.?,,
????,6080605,?????????????,Msa Krang Tboung,????????? ??? ???.?,,
????,6080606,???????????,Msa Krang Cheung,????????? ??? ???.?,,
????,6080607,??????????,Kampong Pradam,????????? ??? ???.?,,
????,6080608,????????,Bat Trang,????????? ??? ???.?,,
????,6080609,??????,Prakeab,????????? ??? ???.?,,
????,6080610,?????,Chi Meas,????????? ??? ???.?,,
????,6080611,??????,Sampan,????????? ??? ???.?,,
???,60807,??????,Peam Bang,???? ??? ???.?,,
????,6080701,?????,Pov Veuy,????????? ??? ???.?,,
????,6080703,??????,Peam Bang,????????? ???? ????,????????,
????,6080705,????????,Doun Sderng,????????? ???? ????,????????,
???,60808,???,Popok,??? ??? ???.?,,
????,6080801,?????,Sambuor,????????? ??? ???.?,,
????,6080802,????????????,Anlong Kranh,????????? ??? ???.?,,
????,6080803,????????,Kaoh Samraong,????????? ??? ???.?,,
????,6080804,???????,Krasang,????????? ??? ???.?,,
????,6080805,??????,Khtom Mon,????????? ??? ???.?,,
????,6080806,???,Popok,????????? ??? ???.?,,
????,6080807,???????,Phteah Daeum,????????? ??? ???.?,,
????,6080808,????????????,Trapeang Ruessei,????????? ??? ???.?,,
???,60809,??????,Pralay,???? ??? ???.?,,
????,6080901,????????,Ang Khloam,????????? ??? ???.?,,
????,6080902,?????????,Kampong Veang,????????? ??? ???.?,,
????,6080903,????????,Prey Khla,????????? ??? ???.?,,
????,6080904,??????,Pralay,????????? ??? ???.?,,
????,6080905,???????,Kouk Rovieng,????????? ??? ???.?,,
????,6080906,???????????,Anlong Pring,????????? ??? ???.?,,
????,6080907,???????,Kampreal,????????? ??? ???.?,,
????,6080908,??????,Kanthean,????????? ??? ???.?,,
????,6080909,?????????,Neang Sa Lngeach,????????? ??? ???.?,,
????,6080910,????,Thmei,????????? ??? ???.?,,
????,6080911,?????,Kraek,????????? ??? ???.?,,
????,6080912,???,Chhuk,????????? ??? ???.?,,
????,6080913,???????,Ta Treal,????????? ??? ???.?,???????????????? ???????,
????,6080914,??????????,Srae Ta Maen,????????? ??? ???.?,,
???,60810,????????,Preah Damrei,??? ??? ???.?,,
????,6081001,??????,Siem Peay,????????? ??? ???.?,,
????,6081002,??,Cheah,????????? ??? ???.?,,
????,6081003,????,Souphi,????????? ??? ???.?,,
????,6081004,???,Luek,????????? ??? ???.?,,
????,6081005,??????????,Kandaol Chas,????????? ??? ???.?,,
????,6081006,??????????,Kandaol Thmei,????????? ??? ???.?,,
????,6081007,???????,Prasat,????????? ??? ???.?,,
????,6081008,?????,Samrang,????????? ??? ???.?,,
????,6081009,????,Roluos,????????? ??? ???.?,,
???,60811,??????,Rung Roeang,??? ??? ???.?,,
????,6081101,????????,Bos Ta Saom,????????? ??? ???.?,????????????????? ????????,
????,6081102,??????????,Kantong Rong,????????? ??? ???.?,,
????,6081103,????????,Prum Srei,????????? ??? ???.?,,
????,6081104,????????,Svay Rieng,????????? ??? ???.?,,
????,6081105,???????,Botum Lech,????????? ??? ???.?,????????????????? ???????,
????,6081106,???????,Botum Kaeut,????????? ??? ???.?,????????????????? ???????,
????,6081107,??????,Kantaeub,????????? ??? ???.?,,
????,6081108,?????,Pou,????????? ??? ???.?,,
????,6081109,?????????,Kdei Char,????????? ??? ???.?,,
???,60812,???????,Samprouch,??? ??? ???.?,,
????,6081201,?????????????????,Krasang Chrum Tboung,????????? ??? ???.?,,
????,6081202,???????????????,Krasang Chrum Cheung,????????? ??? ???.?,,
????,6081203,???????,Tnaot Kom,????????? ??? ???.?,,
????,6081204,???????,Samprouch,????????? ??? ???.?,???????????????? ???????,
????,6081205,????????,Kouk Snay,????????? ??? ???.?,,
????,6081206,??,Pey,????????? ??? ???.?,,
????,6081207,??????????,Chambak Khpos,????????? ??? ???.?,,
????,6081208,??????????,Trach Chrum,????????? ??? ???.?,,
????,6081209,??????,Pophluk,????????? ??? ???.?,??????????????????? ??????,
????,6081210,?????,Ampil,????????? ??? ???.?,,
????,6081211,????,Mochheay,????????? ??? ???.?,,
????,6081212,??????,Doun L'a,????????? ??? ???.?,,
????,6081213,??????,Pradet,????????? ??? ???.?,,
????,6081214,????,Lvea,????????? ??? ???.?,,
????,6081215,????????,Ou Rumchek,????????? ??? ???.?,,
????,6081216,????????,Ampov Prey,????????? ??? ???.?,,
????,6081217,????????????,Slak Kranh,????????? ??? ???.?,,
???,60813,????,Trea,??? ??? ???.?,,
????,6081301,???,Totea,????????? ??? ???.?,,
????,6081302,???,Kaoh,????????? ??? ???.?,,
????,6081303,???,Hab,????????? ??? ???.?,,
????,6081304,???,Veal,????????? ??? ???.?,,
????,6081305,????????,Sam K'aok,????????? ??? ???.?,,
????,6081306,???????,Chrang Sa,????????? ??? ???.?,,
????,6081307,????,Trea,????????? ??? ???.?,,
????,6081308,???????,Bos Ta Aek,????????? ??? ???.?,,
????,6081309,????,Ta Char,????????? ??? ???.?,,
????,6081310,?????,Leab Tong,????????? ??? ???.?,,
????,6081311,???????,Phteah Veal,????????? ??? ???.?,,
????,6081312,????,Sla,????????? ??? ???.?,,
????,6081313,???????,Krasang,????????? ??? ???.?,,
????,6081314,????????,Koch Tituy,????????? ??? ???.?,,
????,6081315,????,Popeay,????????? ??? ???.?,,
????,6081316,?????,Tumpech,????????? ??? ???.?,,
?????,609,???????,Taing Kouk,????????????? ?????.??,????????????? ?????.?? ??????8??? ?????????????,
???,60901,????,Pongro,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090101,??????,Ta Prey,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090102,???????,Ou Reang,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090103,????,Pongro,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090104,????,Am Tong,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090105,????????,Tradak Pong,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090106,?????????,Srah Sambuor,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090107,????????,Thnal Kaeng,????????????? ?????.??,????????????? ?????.?? ??????????????????,
???,60902,??????,Chraneang,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090201,???,Poun,?????????????,????????????? ?????.?? ??????????????????,
????,6090202,??????,Chranieng,?????????????,????????????? ?????.?? ??????????????????,
????,6090203,??????????,Trapeang veaeng,?????????????,????????????? ?????.?? ??????????????????,
????,6090204,????,Thla,?????????????,????????????? ?????.?? ??????????????????,
????,6090205,????,Chan,?????????????,????????????? ?????.?? ??????????????????,
????,6090206,??????????,Srah Banteay,?????????????,????????????? ?????.?? ??????????????????,
????,6090207,??????,Siem Reang,?????????????,????????????? ?????.?? ??????????????????,
????,6090208,???????,Angkor Chea,?????????????,????????????? ?????.?? ??????????????????,
????,6090209,?????,Kanthum,?????????????,????????????? ?????.?? ??????????????????,
????,6090210,???????????,Trapeang khlong,?????????????,????????????? ?????.?? ??????????????????,
????,6090211,???????????,Prang Samraong,?????????????,????????????? ?????.?? ??????????????????,
????,6090212,???????,Ou Rumchek,?????????????,????????????? ?????.?? ??????????????????,
????,6090213,????,Pang,?????????????,????????????? ?????.?? ??????????????????,
???,60903,?????,Chrolong,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090301,????????,Tuol Tumpung,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090302,??????????,Bos Sbaeng,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090303,???,Cheab,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090304,??????,Tranal,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090305,?????????,Thma Andaet,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090306,??????????,Trapeang Chhuk,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090307,?????????,Serei Champa,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090308,?????????,Han Tvear,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090309,?????????????,Trapeang Chranieng,????????????? ?????.??,????????????? ?????.?? ??????????????????,
???,60904,?????,Triel,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090401,??????????,Kiri Andaet,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090402,?????,Rumchek,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090403,????,Pnov,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090404,?????????,Svay Msau,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090405,???,Chhuk,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090406,?????,Triel,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090407,??????????,Tonle Voa,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090408,???????,Sala Khum,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090409,??????,Kamnhat,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090410,?????,Tnaot,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090411,????,Thmei,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090412,????????,Ropeak Pen,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090413,????????,Angkor Neang,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090414,??????,Neang L'a,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090415,????????,Prakhnay,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090416,????????,Kamchay Mear,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090417,???,Dar,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090418,?????????,Kdei Ta Chen,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090419,????????,Veal Ampil,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090420,???????,Prey Veaeng,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090421,?????,Thnal,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090422,?????,Prech,????????????? ?????.??,????????????? ?????.?? ??????????????????,
???,60905,?????,Sou Young,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090501,???????,Tang Kouk,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090502,??????????,Reaksmei Rumdaoh,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090503,???????????,Sangkom Mean Chey,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090504,?????,Ta Mei,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090505,????,Thla,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090506,????????,Khloy Kaeut,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090507,????????,Khloy Lech,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090508,??????,Siem Reay,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090509,?????,Souyoung,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090510,?????,Khnhaom,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090511,?????,Katay,????????????? ?????.??,????????????? ?????.?? ??????????????????,
???,60906,?????,Sralau,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090601,???????????????????,Serei Sameakki Khang Tboung,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090602,?????????????????,Serei Sameakki Khang Cheung,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090603,??????????,Damrei Slab,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090604,???,Kokor,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090605,????????,Neak Veang,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090606,????????,Tuol Ampil,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090607,?????????????????,Serei Sameakki Kandal,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090608,?????,Snuol,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090609,?????????,Kouk Andaet,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090610,????????,Tuol Poplea,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090611,?????????,Bos Lvea,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090612,???,Toung,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090613,??????,Damnak,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090614,???????,Otumpor,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090615,?????????,Kork Trabaek,????????????? ?????.??,????????????? ?????.?? ??????????????????,
???,60907,??????????,Svay Phleung,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090701,??????,Prataong,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090702,??????????,Svay Phleung,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090703,???????,Khnay Tong,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090704,?????,Krouch,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090705,????????????,Trapeang Sangkae,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090706,??????,Paprak,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090707,????????,Ruessei Lor,????????????? ?????.??,????????????? ?????.?? ??????????????????,
???,60908,???????????,Andoung Pou,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090801,??????,Chiveakpheap,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090802,??????,Baek Chan,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090803,??????????,Damrei Slab,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090804,???????????,Andoung Pou,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090805,??????,Veal Touch,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090806,?????????,Ku Baraeng,????????????? ?????.??,????????????? ?????.?? ??????????????????,
????,6090807,?????,Kreul,????????????? ?????.??,????????????? ?????.?? ??????????????????,
