Type,Code,Name (Khmer),Name (Latin),Reference,Official Note,Note (by Checker)
ភូមិ,2010810,អន្លង់ស្វាយ,Anlong Svay,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2010811,ស្លាបប៉ាង,Slab Pang,លេខ ៤៩៣ ប្រ.ក,,
ស្រុក,202,ថ្មគោល,Thma Koul,លេខ​៤៩៣ប្រ.ក,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ,
ឃុំ,20201,តាពូង,Ta Pung,លេខ ៤៩៣ ប្រ.ក,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ,
ភូមិ,2020101,ថ្មគោលត្បូង,Thma Koul Tboung,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2020102,ប៉ោយយង់,Paoy Yong,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2020103,កសិកម្ម,Kaksekam,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2020104,ប៉ោយសំរោង,Paoy Samraong,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2020105,គោកក្ដួច,Kouk Kduoch,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2020106,អង់ត្បូង,Ang Tboung,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2020107,ទំពូងត្បូង,Tumpung Tboung,លេខ ៤៩៣ ប្រ.ក,,
ឃុំ,20202,តាម៉ឺន,Ta Meun,លេខ ៤៩៣ ប្រ.ក,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ,
ភូមិ,2020201,ថ្មគោលជើង,Thma Koul Cheung,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2020202,គោកត្រប់,Kouk Trab,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2020203,ទំនាប,Tumneab,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2020204,តាសី,Ta Sei,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2020205,ជ្រោយម្ទេស,Chrouy Mtes,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2020206,ក្រសាំង,Krasang,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2020207,សំរោង,Samraong,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2020208,ថ្មី,Thmei,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2020209,អង់ជើង,Ang Cheung,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2020210,ទំពូងជើង,Tumpung Cheung,លេខ ៤៩៣ ប្រ.ក,,
ឃុំ,20203,អូរតាគី,Ou Ta Ki,លេខ ៤៩៣ ប្រ.ក,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ,
ភូមិ,2020301,អូរតាគី,Ou Ta Ki,,,
ភូមិ,2020302,ពពាលខែ,Popeal Khae,,,
ភូមិ,2020303,វាលទ្រា,Veal Trea,,,
ភូមិ,2020304,ត្រស់,Tras,,,
ភូមិ,2020305,ព្រៃទទឹង,Prey Totueng,,,
ភូមិ,2020306,ព្រៃដាច់,Prey Dach,,,
ភូមិ,2020307,ត្រាង,Trang,,,
ភូមិ,2020308,កកោះ,Kakaoh,,,
ឃុំ,20204,ជ្រៃ,Chrey,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ,
ភូមិ,2020401,ជ្រៃថ្មី,Chrey Thmei,,,
ភូមិ,2020402,ជ្រៃ,Chrey,,,
ភូមិ,2020403,កគោ,Ka Kou,,,
ភូមិ,2020404,ស្វាយជ្រុំ,Svay Chrum,,,
ភូមិ,2020405,ក្បាលខ្មោច,Kbal Khmaoch,,,
ភូមិ,2020406,ព្រៃទទឹង,Prey Totueng,,,
ភូមិ,2020407,ហៃសាន,Hai San,,,
ភូមិ,2020408,ពពាលខែ,Popeal Khae,,,
ភូមិ,2020409,អន្លង់រុន,Anlong Run,,,
ភូមិ,2020410,គ្រួស,Kruos,,,
ឃុំ,20205,អន្លង់រុន,Anlong Run,លេខ ៤៩៣ ប្រ.ក,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ,
ភូមិ,2020501,ចារ,Char,,,
ភូមិ,2020502,ស្លាស្លាក់,Sla Slak,,,
ភូមិ,2020503,ចបកាប់,Chab Kab,,,
ភូមិ,2020504,សូភី,Souphi,,,
ភូមិ,2020505,គ្រួស,Kruos,,,
ឃុំ,20206,ជ្រោយស្ដៅ,Chrouy Sdau,លេខ ៤៩៣ ប្រ.ក,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ,
ភូមិ,2020601,ជ្រោយស្ដៅ,Chrouy Sdau,,,
ភូមិ,2020602,និគមក្រៅ,Nikom Krau,,,
ភូមិ,2020603,និគមក្នុង,Nikom Knong,,,
ភូមិ,2020604,និគមកណ្តាល,Nikom Kandal,លេខប្រកាស ៥៥១០ ប្រ.ក,បំបែកចេញពីភូមិ និគមក្នុង,
ឃុំ,20207,បឹងព្រីង,Boeng Pring,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ,
ភូមិ,2020701,បឹងព្រីង,Boeng Pring,,,
ភូមិ,2020702,អូរញរ,Ou Nhor,,,
ភូមិ,2020703,ស្នួលកោង,Snuol Kaong,,,
ភូមិ,2020704,ប៉ោយតាសេក,Paoy Ta Sek,,,
ឃុំ,20208,គោកឃ្មុំ,Kouk Khmum,លេខ ៤៩៣ ប្រ.ក,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ,
ភូមិ,2020801,កៀនកែស ១,Kien Kaes Muoy,,,
ភូមិ,2020802,កៀនកែស ២,Kien Kaes Pir,,,
ភូមិ,2020803,តាមាឃ,Ta Meakh,,,
ភូមិ,2020804,ច្រនៀង,Chranieng,,,
ភូមិ,2020805,គោកឃ្មុំ,Kouk Khmum,,,
ភូមិ,2020806,កណ្ដាលត្បូង,Kandal Tboung,,,
ភូមិ,2020807,កណ្ដាលជើង,Kandal Cheung,,,
ភូមិ,2020808,ឆ្កែកូន,Chhkae Koun,,,
ឃុំ,20209,បន្សាយត្រែង,Bansay Traeng,លេខ ៤៩៣ ប្រ.ក,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ,
ភូមិ,2020901,បន្សាយត្រែង,Bansay Traeng,,,
ភូមិ,2020902,តាកយ,Ta Kay,,,
ភូមិ,2020903,ថ្មី,Thmei,,,
ភូមិ,2020904,ព្រៃលាវ,Prey Leav,,,
ភូមិ,2020905,កោងកាង,Kaong Kang,,,
ភូមិ,2020906,ធ្មា,Thmea,,,
ភូមិ,2020907,ស្ពាន,Spean,,,
ភូមិ,2020908,ទួលតាសុខ,Tuol Ta Sokh,,,
ឃុំ,20210,រូងជ្រៃ,Rung Chrey,លេខ ៤៩៣ ប្រ.ក,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ,
ភូមិ,2021001,បល្ល័ង្កក្រោម,Ballangk Kraom,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2021002,ប្រគាប,Prakeab,,,
ភូមិ,2021003,គោកខ្ពស់,Kouk Khpos,,,
ភូមិ,2021004,ប៉ោយរំជៃ,Paoy Rumchey,,,
ភូមិ,2021005,ព្រះពន្លា,Preah Ponlea,,,
ភូមិ,2021006,រូងជ្រៃ,Rung Chrey,,,
ភូមិ,2021007,ទួល,Tuol,,,
ក្រុង,203,បាត់ដំបង,Battambang,"២២៣​អនក្រុ,បក",ពីមុនជាស្រុកបាត់ដំបង ​ឥឡូវប្ដូរមកជាក្រុងបាត់ដំបង,
សង្កាត់,20301,ទួលតាឯក,Tuol Ta Ek,លេខ ២២៤ អនក្រ.បក,ពីមុនជាស្រុកទួលតាឯក ឥឡូវបានប្តូរជាសង្កាត់ទួលតាឯក,
ភូមិ,2030101,អូរតាគាំ ១,O Ta Kam I,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030102,អូរតាគាំ ២,O Ta Kam II,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030103,អូរតាគាំ ៣,O Ta Kam III,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030104,ទួលតាឯក,Tuol Ta Ek,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030105,ដង្កោទាប,Dangkor Teab,លេខ​៤៩៣​ប្រ.ក,,
សង្កាត់,20302,ព្រែកព្រះស្ដេច,Prek Preah Sdach,លេខ​ ២២៣ អនក្រ.បក,ពីមុនជាស្រុកព្រែកព្រះស្តេច ឥឡូវបានប្តូរមកជាសង្កាត់ព្រែកព្រះស្តេច,
ភូមិ,2030201,ព្រែកព្រះស្ដេច,Prek Preah Sdach,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030202,ព្រែកតាតន់,Prek Ta Tan,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030203,១៣ មករា,13 Meakkakra,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030204,អូរខ្ជាយ,O Khcheay,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030205,ទ្បឥដ្ឋ,Lor Ith,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030206,នំក្រៀប,Nom Kriab,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030207,បែកចានថ្មី,Bek Chan Thmey,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030208,ចំការឫស្សី,Cham kaRuessey,លេខ​៤៩៣​ប្រ.ក,,
សង្កាត់,20303,រតនៈ,Rottanak,លេខ​ ២២៣ អនក្រ.បក,ពីមុនជាស្រុករតនៈ ឥឡូវបានប្តូរមកជាសង្កាត់រតនៈ,
ភូមិ,2030301,រំចេក ១,Rumchek 1,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030302,រំចេក ២,Rumchek 2,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030303,រំចេក ៣,Rumchek 3,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030304,រំចេក ៤,Rumchek 4,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030305,រំចេក ៥,Rumchek 5,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030306,សូភី ១,Souphy 1,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030307,សូភី ២,Souphy 2,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030308,រតនៈ,Rottanak,លេខ​៤៩៣​ប្រ.ក,,
សង្កាត់,20304,ចំការសំរោង,Chomkar Somraong,លេខ​ ២២៣ អនក្រ.បក,ពីមុនជាស្រុកចំការសំរោង ឥឡូវបានប្តូរមកជាចំការសំរោង,
ភូមិ,2030401,ចំការសំរោង១,Chomkar Somraong 1,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030402,ចំការសំរោង២,Chomkar Somraong 2,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030403,វត្ដលៀប,Vat Leeb,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030404,វត្ដរំដួល,Vat Romdol,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030405,ផ្កាស្លា,Phkar Sla,លេខ​៤៩៣​ប្រ.ក,,
សង្កាត់,20305,ស្លាកែត,Sla Ket,លេខ​ ២២៣ អនក្រ.បក,ពីមុនជាស្រុកស្លាកែត ឥឡូវបានប្តូរជាសង្កាត់ស្លាកែត,
ភូមិ,2030501,ស្លាកែត,Sla Ket,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030502,ដាំស្ពៃ,Dam Spey,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2030503,ជ្រៃកោង,Chrey Kaong,លេខ ៤៩៣ ប្រ.ក,,
សង្កាត់,20306,ក្ដុលដូនទាវ,Kdol Doun Teav,លេខ ២២៣ អនក្រ.បក,ពីមុនជាស្រុកក្តុលដូនទាវ ឥឡូវបានប្តូរជាសង្កាត់ក្តុលដូនទាវ,
ភូមិ,2030601,ចុងព្រែក,Chong Preak,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030602,ក្ដុល,Kdol,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2030603,អូរតានប់,Ou Ta Nob,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2030604,តាព្រួច,Ta Pruoch,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2030605,តាកុយ,Ta Koy,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2030606,កន្ទ្ទួត,Kantuot,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2030607,ថ្កូវ,Thkov,លេខ ៤៩៣ ប្រ.ក,,
សង្កាត់,20307,អូរម៉ាល់,OMal,លេខ​ ២២៣ អនក្រ.បក,ពីមុនជាស្រុកអូរម៉ាល់ ឥឡូវបានប្តូរជាសង្កាត់អូរម៉ាល់,
ភូមិ,2030701,អូរម៉ាល់,O Mal,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030702,ដាក់សសរ,Dak Sasar,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2030703,សាលាបាទ្បាត់,Sala Balat,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2030704,ព្រៃដាច់,Prey Dach,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2030705,គោកពន្លៃ,Kouk Ponley,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2030706,វត្ដរកា,Wath Roka,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030707,កូនសេក,Koun Sek,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2030708,អណ្ដូងព្រីង,Andoung Pring,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2030709,បឹងរាំង,Boeng Reing,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030710,ព្រៃរកា,Prey Roka,លេខ ៤៩៣ ប្រ.ក,,
សង្កាត់,20308,វត្ដគរ,wat Kor,លេខ​ ២២៣ អនក្រ.បក,ពីមុនជាស្រុកវត្តគរ ឥឡូវបានប្តូរជាសង្កាត់វត្តគរ,
ភូមិ,2030801,វត្ដគរ,Wat Kor,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030802,ច្រាបក្រសាំង,Chrap Krasaing,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030803,បល្ល័ង្គ,Balaingk,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030804,ខ្សាច់ពោយ,Khsach Poy,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2030805,ដំណាក់ហ្លួង,Damnak Luong,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2030806,កំពង់សីមា,Kampong Seima,លេខ ៤៩៣ ប្រ.ក,,
សង្កាត់,20309,អូរចារ,Ou Char,លេខ ២២៣ អនក្រ.បក,ពីមុនជាស្រុកអូរចារ ឥឡូវបានប្តូរជាសង្កាត់អូរចារ,
ភូមិ,2030901,អូរចារ,Ou Char,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2030902,ព្រៃកូនសេក,Prey Koun Sek,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2030903,កាប់គោថ្មី,Kab Kou Thmei,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2030904,អណ្ដូងចេញ,Andoung Chenh,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2030905,អញ្ចាញ,Anhchanh,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2030906,អង់,Ang,លេខ ៤៩៣ ប្រ.ក,,
សង្កាត់,20310,ស្វាយប៉ោ,Svay Por,លេខ ២២៣ អនក្រ.បក,ពីមុនជាស្រុកស្វាយប៉ោ ឥឡូវជាសង្កាត់ស្វាយប៉ោ,
ភូមិ,2031001,ព្រែកមហាទេព,Prek MohaTep,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2031002,កំពង់ក្របី,Kampong Krabei,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2031003,២០ ឧសភា,Maphey  Osakphea,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2031004,កម្មករ,Kammeakor,លេខ​៤៩៣​ប្រ.ក,,
ស្រុក,204,បវេល,Bavel,លេខ​៤៩៣​ប្រ.ក,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ,
ឃុំ,20401,បវេល,Bavel,លេខ​៤៩៣ប្រ.ក,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ,
ភូមិ,2040101,បវេល ១,Bavel Muoy,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2040104,ដាច់ព្រ័ត្រ,Dach Proat,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,2040105,សង្កែវារ,Sangkae Vear,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2040106,ពាម,Peam,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2040107,កំពង់ព្នៅ,Kampong Phnov,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2040108,ស្ទឹងដាច់,Stueng Dach,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2040109,ស្ពានកណ្ដោល,Spean Kandaol,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2040110,សាំងរាំង,Sang Reang,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2040111,ស្វាយជ្រុំ,Svay Chrum,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2040112,ដូនអាវ,Doun av,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2040120,សំរោងជ័យ,Samraong Chey,ប្រកាសលេខ ៣៥៧២ប្រក,បំបែកចេញពីភូមិកំពង់ព្នៅ,
ភូមិ,2040121,ព្រៃតាឡូញ,Prey Talounh,ប្រកាសលេខ២៦៨៧ ប្រក,បំបែកចេញពីភូមិទំនប់ទឹក ភូមិកំពង់ឆ្នាំង១ ភូមិស្ទឹងដាច់,
ឃុំ,20402,ខ្នាចរមាស,Khnach Romeas,លេខ​៤៩៣​ប្រ.ក,តាមប្រកាសរបស់ក្រសួងមហាផ្ទៃ,
ភូមិ,2040201,ព្រៃសង្ហា,Prey Sangha,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2040202,កោះរាម,Kaoh Ream,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,2040203,រូងអំពិល,Rung Ampil,លេខ ៤៩៣ ប្រ.ក,,
