Type,Code,Name (Khmer),Name (Latin),Reference,Official Note,Note (by Checker)
ភូមិ,4020402,អន្លង់មេត្រី,Anlong Metrei,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4020403,ភ្លង,Phlong,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4020404,ក្បាលកន្លង់,Kbal Kanlang,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ឃុំ,40205,ព្រៃគ្រី,Prey Kri,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4020501,ព្រៃគ្រីត្បូង,Prey Kri Tboung,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4020502,កោះធំ,Kaoh Thum,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4020503,ព្រៃគ្រីជើង,Prey Kri Cheung,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4020504,ជំពារ,Chum Pear,លេខប្រកាស ៥៥០៨ ប្រ.ក,បំបែកចេញពីភូមិ ព្រៃគ្រីជើង,
ភូមិ,4020505,តាកាន់,Ta Khan,លេខប្រកាស ៥៥០៨ ប្រ.ក,បំបែកចេញពីភូមិ ព្រៃគ្រីជើង,
ក្រុង,403,កំពង់ឆ្នាំង,Kampong Chhnang,អនុក្រឹត្យលេខ២៣១ អនក្រ.បក,,
សង្កាត់,40301,ផ្សារឆ្នាំង,Phsar Chhnang,អនុក្រឹត្យលេខ២៣១ អនក្រ.បក,,
ភូមិ,4030101,ផ្សារលើ,Phsar Leu,អនុក្រឹត្យលេខ២៣១ អនក្រ.បក,,
ភូមិ,4030102,ផ្សារឆ្នាំង,Phsar Chhnang,អនុក្រឹត្យលេខ២៣១ អនក្រ.បក,,
ភូមិ,4030103,ចុងកោះ,Chong Kaoh,អនុក្រឹត្យលេខ២៣១ អនក្រ.បក,,
ភូមិ,4030104,សំរោង,Samraong,អនុក្រឹត្យលេខ២៣១ អនក្រ.បក,,
ភូមិ,4030105,កោះក្របី,Kaoh Krabei,អនុក្រឹត្យលេខ២៣១ អនក្រ.បក,,
ភូមិ,4030106,ត្រពាំងបី,Trapeang Bei,អនុក្រឹត្យលេខ២៣១ អនក្រ.បក,,
ភូមិ,4030107,កំពង់អុស,Kampong Os,អនុក្រឹត្យលេខ២៣១ អនក្រ.បក,,
ភូមិ,4030108,កណ្ដាល,Kandal,អនុក្រឹត្យលេខ២៣១ អនក្រ.បក,,
សង្កាត់,40302,កំពង់ឆ្នាំង,Kampong Chhnang,អនុក្រឹត្យលេខ២៣១ អនក្រ.បក,,
ភូមិ,4030201,ស្រែព្រីង,Srae Pring,អនុក្រឹត្យលេខ២៣១ អនក្រ.បក,,
ភូមិ,4030202,ដំណាក់ពពូល,Damnak Popul,អនុក្រឹត្យលេខ២៣១ អនក្រ.បក,,
ភូមិ,4030203,ឡទឹកត្រី,La Tuek Trei,អនុក្រឹត្យលេខ២៣១ អនក្រ.បក,,
ភូមិ,4030204,កណ្ដាល,Kandal,អនុក្រឹត្យលេខ២៣១ អនក្រ.បក,,
ភូមិ,4030205,ត្រពាំងចឹកសា,Trapeang Choek Sa,អនុក្រឹត្យលេខ២៣១ អនក្រ.បក,,
ភូមិ,4030206,ទួលក្រឡាញ់,Tuol Kralanh,អនុក្រឹត្យលេខ២៣១ អនក្រ.បក,,
សង្កាត់,40303,ប្អេរ,B'er,អនុក្រឹត្យលេខ២៣១ អនក្រ.បក,,
ភូមិ,4030301,ប្អេរ,B'er,,,
ភូមិ,4030302,ធម្មយុត្ដិ,Thommeak Yutt,,,
ភូមិ,4030303,ម៉ុងបារាំង,Mong Barang,,,
ភូមិ,4030304,ឃ្លាំងប្រាក់,Khleang Prak,,,
សង្កាត់,40304,ខ្សាម,Khsam,អនុក្រឹត្យលេខ២៣១ អនក្រ.បក,,
ភូមិ,4030401,ទី១,Ti Muoy,,,
ភូមិ,4030402,ទី២,Ti Pir,,,
ភូមិ,4030403,ទី៣,Ti Bei,,,
ភូមិ,4030404,ទី៤,Ti Buon,,,
ភូមិ,4030405,ទី៥,Ti Pram,,,
ភូមិ,4030406,ទី៦,Ti Prammuoy,,,
ភូមិ,4030407,ទី៧,Ti Prampir,,,
ភូមិ,4030408,ទី៨,Ti Prambei,,,
ស្រុក,404,កំពង់លែង,Kampong Leaeng,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ឃុំ,40401,ច្រណូក,Chranouk,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040101,កង្កែប,Kangkaeb,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040102,ធ្លក,Thlok,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040103,ឯលិច,Ae Lech,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040104,កណ្ដាល,Kandal,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ឃុំ,40402,ដារ,Dar,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040201,ដារ,Dar,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040202,ថ្នល់,Thnal,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040203,ជ្រលង,Chrolong,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040204,ប្រាសាទ,Prasat,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040205,គុយ,Kuy,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ឃុំ,40403,កំពង់ហៅ,Kampong Hau,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040301,កំពង់បឹង,Kampong Boeng,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040302,កែងតាសុខ,Kaeng Ta Sokh,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040303,ត្អួរលំ,T'uor lum,ប្រកាសលេខ៤៩៣ ប្រ.ក,ប្ដូរពីតអួររលំ ទៅត្អួរលំ,
ភូមិ,4040304,ស្ទឹងសណ្ដែក,Stueng Sandaek,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040305,កោះក្អែក,Kaoh K'aek,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040306,ដូនវៀត,Doun Viet,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ឃុំ,40404,ផ្លូវទូក,Phlov Tuk,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040401,ថ្នល់ឈើទាល,Thnal Chheu Teal,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040402,ពាមខ្នង,Peam Khnang,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040403,ស្លត,Slat,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ឃុំ,40405,ពោធិ៍,Pou,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040501,ពោធិ៍,Pou,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040502,សំរោង,Samraong,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040503,ពាមទន្លា,Peam Tonlea,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040504,ថ្មី,Thmei,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040505,ដំណាក់កកោះ,Damnak Kakaoh,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040506,កំពង់បាចិន,Kampong Ba Chen,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ឃុំ,40406,ប្រឡាយមាស,Pralay Meas,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040601,ប្រឡាយមាស,Pralay Meas,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040602,ក្រងផ្ដិល,Krang Phtel,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040603,ក្រម៉ាល់,Kramal,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040604,អន្លង់កញ្ចុះ,Anlong Kanhchoh,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040605,តាដោក,Ta Daok,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040606,កោះឫស្សី,Kaoh Ruessei,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ឃុំ,40407,សំរោងសែន,Samraong Saen,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040701,សំរោងសែន,Samraong Saen,,,
ភូមិ,4040702,ប៉ប្រក,Paprak,,,
ឃុំ,40408,ស្វាយរំពារ,Svay Rumpear,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040801,ចំបក់ខ្ពស់,Chambak Khpos,,,
ភូមិ,4040802,ក្នុង,Knong,,,
ភូមិ,4040803,ជើងគ្រួស,Cheung Kruos,,,
ភូមិ,4040804,ល្វា,Lvea,,,
ភូមិ,4040805,តាឡាត់,Ta Lat,,,
ឃុំ,40409,ត្រងិល,Trangel,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040901,ត្រងិល,Trangel,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040902,ត្របែក,Trabaek,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040903,ច្រេស,Chres,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040904,ទំនប់,Tumnob,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040905,ត្រពាំងមាស,Trapeang Meas,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040906,អណ្ដូងរនុក,Andoung Ronuk,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4040907,ខ្លែងពណ៌,Khlaeng Poar,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ស្រុក,405,កំពង់ត្រឡាច,Kampong Tralach,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ឃុំ,40501,អំពិលទឹក,Ampil Tuek,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050101,ស្ទឹងស្ងួត,Stueng Snguot,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050102,គៀនឃ្លាំង,Kien Khleang,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050103,វាលស្បូវ,Veal Sbov,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050104,ក្អែកពង,K'aek Pong,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050105,អំពិលទឹក,Ampil Tuek,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050106,បែកចាន,Baek Chan,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050107,អូរម៉ាល់,Ou Mal,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050108,បាក់ភ្នំ,Bak Phnum,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050109,ក្បាលកោះ,Kbal Kaoh,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050110,ខ្លាគ្រហឹម,Khla Krohuem,ប្រកាសលេខ៤៩៣ ប្រ.ក,ប្ដូរពីខ្នាគ្រហឹម ទៅជាខ្លាគ្រហឹម,
ភូមិ,4050111,ស្ដីបន្លិច,Sdei Banlich,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ឃុំ,40502,ឈូកស,Chhuk Sa,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050201,អណ្ដូងត្រមូង,Andoung Tramung,,,
ភូមិ,4050202,ច្រករមៀត,Chrak Romiet,,,
ភូមិ,4050203,ព្រៃពិស,Prey Pis,ប្រកាសលេខ៤៩៣ ប្រ.ក,ប្ដូរពីស្រែពិស ទៅជាព្រៃពិស,
ភូមិ,4050204,ព្រៃពារ,Prey Pear,,,
ភូមិ,4050205,ស្នាពេជ្រ,Snar Pechr,ប្រកាសលេខ៤៩៣ ប្រ.ក,ប្ដូរពីស្នារពេជ្រ ទៅជាស្នាពេជ្រ,
ភូមិ,4050206,ឈូកក្រញ៉ាស់,Chhuk Kranhas,ប្រកាសលេខ៤៩៣ ប្រ.ក,ប្ដូរពីឈូកក្រញ៉ាស ទៅជាឈូកក្រញ៉ាស់,
ភូមិ,4050207,ក្រសះថ្មី,Krasah Thmei,,,
ភូមិ,4050208,ត្រពាំងជ្រៅ,Trapeang Chrov,,,
ភូមិ,4050209,ត្រពាំងខ្ទុំ,Trapeang Khtum,ប្រកាសលេខ៤៩៣ ប្រ.ក,ប្ដូរពីត្របាំងខ្ទុំ ទៅជាត្រពាំងខ្ទុំ,
ភូមិ,4050210,ទួល,Tuol,,,
ភូមិ,4050211,អូររូង,Ou Rung,,,
ភូមិ,4050212,ស្ដុកលិច,Sdok Lech,,,
ភូមិ,4050213,ស្រែសារ,Srae Sar,ប្រកាសលេខ៤៩៣ ប្រ.ក,ប្ដូរពីស្រែសា ទៅជាស្រែសារ,
ភូមិ,4050214,ជ្រលងកៃស្នា,Chrolong Kaisna,,,
ឃុំ,40503,ច្រេស,Chres,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050301,ត្រពាំងភ្នៅ,Trapeang Pnov,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050302,សេរីឆោម,Serei Chhaom,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050303,វាលល្វៀង,Veal Lvieng,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050304,អូរ,Ou,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050305,ជំទាវសុខ,Chumteav Sokh,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050306,សារាយអណ្ដែត,Saray Andaet,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050307,កញ្ជោង,Kanhchoung,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050308,ព្រៃពិស,Prey Pis,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050309,ក្បាលដំរី,Kbal Damrei,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050310,ប្របផ្ទះ,Prab Phteah,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050311,ច្រមុះជ្រូក,Chramoh Chruk,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050312,ចក,Chak,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050313,ដកស្និត,Dak Snet,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050314,ជំទាវ,Chumteav,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ឃុំ,40504,កំពង់ត្រឡាច,Kampong Tralach,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050401,កំពង់ត្រឡាចលើ,Kampong Tralach Leu,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050402,កំពង់ត្រឡាចក្រោម,Kampong Tralach Kraom,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050403,អ្នកតាហាង,Neak Ta Hang,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050404,សំរិទ្ធិជ័យ,Samretthi Chey,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
ភូមិ,4050405,ព្រែកគន្លង,Preaek Kanlang,ប្រកាសលេខ៤៩៣ ប្រ.ក,,
