Type,Code,Name (Khmer),Name (Latin),Reference,Official Note,Note (by Checker)
ភូមិ,5010115,ព្រៃរំដួលខាងជើង,Prey Rumduol khang Cheung,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,5010116,ទួលខ្ជាយ,Tuol Khcheay,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010117,ខ្ពបវែង,Khpob Veaeng,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010118,កន្លង់,Kanlang,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010119,ចាស់,Chas,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010120,ត្រពាំងផុង,Trapeang Phong,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010121,ក្រុមហ៊ុន,Kromhun,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010122,តាប្រាជ្ញ,Ta Prach,លេខ ៤៩៣ ប្រ.ក,,
ឃុំ,50102,កាត់ភ្លុក,Kat Phluk,លេខ​៤៩៣​ប្រ.ក,តាមប្រកាសក្រសួងមហាផ្ទៃ,
ភូមិ,5010201,ក្រោលក្រសាំង,Kraol Krasang,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010202,រកាកោង,Roka Kaong,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010203,ព្រៃសំព័រ,Prey Sampoar,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010204,ថ្លុកបី,Thlok Bei,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010205,វាលល្វាង,Veal Lveang,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010206,យោលទោង,Youl Toung,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010207,រកាធំ,Roka Thum,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010208,ភ្នំកូប,Phnum Kob,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,5010209,ចំបក់,Chambak,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010210,អូរ,Ou,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010211,ត្រពាំងពើក,Trapeang Peuk,លេខ ៤៩៣ ប្រ.ក,,
ឃុំ,50103,និទាន,Nitean,លេខ​៤៩៣ប្រ.ក,តាមប្រកាសក្រសួងមហាផ្ទៃ,
ភូមិ,5010301,ដីក្រហម,Dei Kraham,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010302,ត្រពាំងទូក,Trapeang Tuk,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010303,ត្រាំកង់,Tram Kang,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010304,ហង្ស,Hangs,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010305,ត្រពាំងស្ដៅ,Trapeang Sdau,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010306,ត្រពាំងឈូក,Trapeang Chhuk,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010307,នរាយណ៍,Noreay,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010308,ត្រពាំងខ្យង,Trapeang Khyang,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010309,ត្រពាំងខ្នារ,Trapeang Khnar,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010310,ត្រពាំងសាលា,Trapeang Sala,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010311,ពោធិ៍ត្បែង,Pou Tbaeng,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010312,ក្រសាំងតាគង់,Krasang Ta Kong,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010313,ត្រពាំងអណ្ដូង,Trapeang Andoung,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010314,ត្រពាំងរំដេញ,Trapeang Rumdenh,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010315,សេរីអណ្ដែត,Serei Andaet,លេខ ៤៩៣ ប្រ.ក,,
ឃុំ,50104,ភក្ដី,Pheakdei,លេខ​៤៩៣ប្រ.ក,តាមប្រកាសក្រសួងមហាផ្ទៃ,
ភូមិ,5010401,ច្រកព្រាល,Chrak Preal,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010402,ព្រៃរំដែល,Prey Rumdael,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010403,ព្រៃខ្លា,Prey Khla,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010404,ឈូករដ្ឋ,Chhuk Roadth,លេខ ៤៩៣ ប្រ.ក‌,,
ភូមិ,5010405,គោកកណ្ដាល,Kouk Kandal,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010406,សហគមន៍ខាងកើត,Sahakkom Khang Kaeut,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010407,សហគមន៍ខាងលិច,Sahakkom Khang Lech,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010408,អូរតាពូង,Ou Ta Pung,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010409,តានក,Ta Nok,លេខ ៤៩៣ ប្រ.ក,,
ឃុំ,50105,ភារីមានជ័យ,Pheari Mean Chey,លេខ​៤៩៣ប្រ.ក,តាមប្រកាសក្រសួងមហាផ្ទៃ,
ភូមិ,5010501,ព្រះម្លប់,Preah Mlob,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010502,ថ្មី,Thmei,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010503,ព្រៃកញ្ចាន់,Prey Kanhchan,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010504,ដាសស្គរ,Das Skor,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010505,ព្រៃងោង,Prey Ngoung,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010506,ពីរី,Piri,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010507,តាធម្ម,Ta Thomm,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010508,ត្រពាំងផ្លុង,Trapeang Phlong,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010509,ព្រៃរោង,Prey Roung,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010510,តាសោមអក,Ta Saom Ak,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010511,សំរោងពងទឹក,Samraong Pong Tuek,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010512,សាច់ត្រី,Sach Trei,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010513,ទឹកថ្លា,Tuek Thla,លេខ ៤៩៣ ប្រ.ក,,
ឃុំ,50106,ផុង,Phong,លេខ​៤៩៣​ប្រ.ក,តាមប្រកាសក្រសួងមហាផ្ទៃ,
ភូមិ,5010601,បឹងតាមុំ,Boeng Ta Mom,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010602,ទួល,Tuol,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010603,ថ្មី,Thmei,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010604,សំបូរមាស,Sambuor Meas,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010605,កន្លង់ជុំ,Kanlang Chum,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010606,ព្រៃម្នោ,Prey Mnou,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010607,ត្រពាំងទឹកជ្រៅ,Trapeang Tuek Chrov,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010608,ត្រពាំងវែង,Trapeang Veaeng,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010609,ឈូកកៀប,Chhuk Kieb,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010610,ត្រពាំងលាប,Trapeang Leab,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010611,ដំបូកខ្ពស់,Dambouk Khpos,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010612,ទួលភ្ងាស,Tuol Phngeas,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010613,ស្រែរលួស,Srae Roluos,លេខ ៤៩៣ ប្រ.ក,,
ឃុំ,50107,ពោធិអង្ក្រង,Pou Angkrang,លេខ​៤៩៣​ប្រ.ក,តាមប្រកាសក្រសួងមហាផ្ទៃ,
ភូមិ,5010701,ត្រពាំងប្រិយ៍,Trapeang Prei,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010702,សង្គមមានជ័យ,Sangkom Mean chey,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010703,ត្រពាំងឈូក,Trapeang Chhuk,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010704,កណ្ដោល,Kandaol,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010705,ពោធិធំ,Pou Thum,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010706,ពោធិកណ្ដាល,Pou Kandal,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010707,ព្រៃអិដ្ឋ,Prey Edth,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,5010708,ច្រនាងចាស់,Chranieng Chas,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,5010709,ច្រនាងថ្មី,Chranieng Thmei,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,5010710,ព្រៃខ្លា,Prey Khla,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010711,ត្រពាំងកក់,Trapeang Kak,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010712,សេរីជួបជុំ,Serei Chuob Chum,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010713,ត្រកួន,Trakuon,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010714,ត្រពាំងត្រគៀត,Trapeang Trokiet,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,5010715,ក្រញូង,Kranhung,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010716,សេរីភ័ត្ដ,Serei Phoat,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010717,ព្រៃស្រូល,Prey Sroul,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010718,នរាយណ៍,Noreay,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010719,ព្រៃតាភេម,Prey Ta Phem,លេខ ៤៩៣ ប្រ.ក,,
ឃុំ,50108,ពោធិ៍ចំរើន,Pou Chamraeun,លេខ​៤៩៣​ប្រ.ក,តាមប្រកាសក្រសួងមហាផ្ទៃ,
ភូមិ,5010801,ឃ្លៃចាស់,Khley Chas,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010802,ឃ្លៃថ្មី,Khley Thmei,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010803,ត្រពាំងសំរោង,Trapeang Samraong,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010804,សក្ការៈ,Sakkarak,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010805,ភ្នំតូច,Phnum Touch,លេខ ៤៩៣ ប្រ.ក`,,
ភូមិ,5010806,អង្គតាអាំ,Angk Ta Am,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010807,ស្រែគុយ,Srae Kuy,លេខ ៤៩៣ ប្រ.ក`,,
ភូមិ,5010808,ត្រពាំងត្រយឹង,Trapeang Trayueng,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010809,លាំងជៃថ្មី,Leang Chey Thmei,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010810,ត្រពាំងទទ្ទឹម,Trapeang Tuntuem,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010811,លាំងជៃចាស់,Leang Chey Chas,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010812,ព្រៃត្បែង,Prey Tbaeng,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010813,ព្រៃខ្លុង,Prey Khlong,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010814,ខ្ពបរុន,Khpob Run,លេខ ៤៩៣ ប្រ.ក,,
ឃុំ,50109,ពោធិ៍ម្រាល,Pou Mreal,លេខ​៤៩៣​ប្រ.ក,តាមប្រកាសក្រសួងមហាផ្ទៃ,
ភូមិ,5010901,អង្គដែកកណ្ដាល,Angk Daek Kandal,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010902,ចំបក់រុន្ធត្បូង,Chambak Run Tboung,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,5010903,ស្រែខ្ញែរ,Srae Khnher,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,5010904,ចំបក់រុន្ធជើង,Chambak Run Cheung,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,5010905,ម្រាលធំ,Mreal Thum,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010906,ម្រាលត្នោតជើង,Mreal Tnaot  Cheung,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010907,ម្រាលត្នោតត្បូង,Mreal Tnaot  Tboung,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010908,អូចារ្យ,Ou Char,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,5010909,ពោធិ,Pou,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010910,សាឡាំ,Salam,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010911,ត្រពាំងខ្នារ,Trapeang Khnar,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010912,ថ្មី,Thmei,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010913,ចំរើនផល,Chamraeun Phal,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010914,តាដែងថ្មី,Ta Daeng Thmei,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010915,តានួន,Ta Nuon,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010916,តាដែងចាស់,Ta Daeng Chas,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010917,ព្រៃត្បែង,Prey Tbaeng,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5010918,ព្រៃឃ្លេ,Prey Khle,លេខ ៤៩៣ ប្រ.ក,,
ឃុំ,50110,ស្វាយចចិប,Svay Chacheb,លេខ​៤៩៣ប្រ.ក,តាមប្រកាសក្រសួងមហាផ្ទៃ,
ភូមិ,5011001,ស្ដុក,Sdok,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011002,ពពូល,Popul,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011003,ចចិប,Chacheb,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011004,ចេក,Chek,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011005,អន្លង់លាក់,Anlong Leak,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011006,ឫស្សីយុល,Ruessei Yul,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011007,អណ្ដូងល្វា,Andoung Lvea,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011008,ចារ,Char,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011009,ត្រពាំងខ្ទុំ,Trapeang Khtum,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011010,ត្រពាំងធ្លក,Trapeang Thlok,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011011,ខ្នាចកន្ទួត,Khnach Kantuot,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011012,ជ្រៃ,Chrey,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011013,ពង្រ,Pongro,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011014,ទ្រយឹងទេ,Troyueng Te,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011015,សង្កែលាក់,Sangkae Leak,លេខ ៤៩៣ ប្រ.ក,,
ឃុំ,50111,ទួលអំពិល,Tuol Ampil,លេខ​៤៩៣​ប្រ.ក,តាមប្រកាសក្រសួងមហាផ្ទៃ,
ភូមិ,5011101,សង្គ្រាមបូរណ៍,Sangkream Bour,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011102,រកាពក,Roka Pok,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011103,ត្រពាំងជំរៅ,Trapeang Chumrov,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011104,ត្រពាំងខ្យង,Trapeang Khyang,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011105,ព្រៃពាយ,Prey Peay,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011106,ព្រៃខ្លា,Prey Khla,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011107,អង្គក្ដី,Angk Kdei,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011108,ត្រពាំងទន្លាប់,Trapeang Tonloab,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011109,ដំណាក់ត្រាច,Damnak Trach,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011110,ព្រៃស្រឡែង,Prey Sralaeng,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011111,អង្គរងាង,Angk Rongeang,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011112,មីលាវ,Mi Leav,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011113,កែស្រែង,Kae Sraeng,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011114,ផាន,Phan,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011115,តាម៉ឺន,Ta Meun,លេខ ៤៩៣ ប្រ.ក,,
ឃុំ,50112,ទួលសាលា,Tuol Sala,លេខ​៤៩៣​ប្រ.ក,តាមប្រកាសក្រសួងមហាផ្ទៃ,
ភូមិ,5011201,ទួលសាលា,Tuol Sala,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011202,តាអាំ,Ta Am,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011203,កោះឈើទាល,Kaoh Chheu Teal,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011204,ស្វាយរំពា,Svay Rumpea,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011205,ដូនពេញ,Doun Penh,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011206,រំលឹក,Rumluek,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011207,ព្រៃរងាង,Prey Rongeang,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011208,ព្រីង,Pring,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011209,តាតូវ,Ta Tov,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011210,អូរ,Ou,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011211,ធ្លក,Thlok,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011212,ស្រែឃ្លេ,Srae Khle,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011213,ត្នោត,Tnaot,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011214,ចង្រៀក,Changriek,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011215,វាល,Veal,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011216,ខ្លាជល់,Khla Chol,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011217,ត្រពាំងកក់,Trapeang Kak,លេខ ៤៩៣ ប្រ.ក,,
ឃុំ,50113,កក់,Kak,លេខ​៤៩៣ប្រ.ក,តាមប្រកាសក្រសួងមហាផ្ទៃ,
ភូមិ,5011301,តារាជ,Ta Reach,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011302,ទ័ពម្រាក់,Toap Mreak,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011303,ក្រាំងត្រោក,Krang Traok,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011304,ត្រពាំងទាប,Trapeang Teab,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011305,ត្រពាំងក្រសាំង,Trapeang Krasang,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011306,ព្រៃឈ្នួល,Prey Snuol,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011307,ឫស្សីវាល,Ruessei Veal,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011308,ក្បាលថ្នល់,Kbal Thnal,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011309,ត្រពាំងព្រីង,Trapeang Pring,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011310,ត្រពាំងឈូក,Trapeang Chhuk,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011311,ខ្នា,Khna,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011312,ជើងភ្នំ,Cheung Phnum,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011313,ព្រេច,Prech,លេខ​៤៩៣​ប្រ.ក,,
ភូមិ,5011314,ផ្ចឹក,Phchoek,លេខ ៤៩៣ ប្រ.ក,,
ឃុំ,50114,ស្វាយរំពារ,Svay Rumpear,លេខ​៤៩៣ប្រ.ក,តាមប្រកាសក្រសួងមហាផ្ទៃ,
ភូមិ,5011401,ត្រាំសសរ,Tram Sasar,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011402,ក្បៀរ,Kbier,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011403,ផ្សារស្លាប់លែង,Phsar Slab; Leaeng,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011404,អូរព្រាល,Ou Preal,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011405,ព្រៃដុប,Prey Dob,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011406,ស្លែង,Slaeng,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011407,ត្រពាំងស្យា,Trapeang Sya,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011408,ស្រែព្រីង,Srae Pring,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011409,ធ្លក,Thlok,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011410,ស្លាប់លែង,Slab Leaeng,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011411,គ្រើល,Kreul,លេខ ៤៩៣ ប្រ.ក`,,
ភូមិ,5011412,ទួល,Tuol,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011413,ខ្នាតានង់,Khna Ta Nong,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011414,កណ្ដៀង,Kandieng,លេខ ៤៩៣ ប្រ.ក,,
ឃុំ,50115,ព្រះខែ,Preah Khae,លេខ​៤៩៣ប្រ.ក,តាមប្រកាសក្រសួងមហាផ្ទៃ,
ភូមិ,5011501,ត្នោតម្ដើម,Tnaot Mdaeum,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011502,ព្រៃបាក្រុង,Prey Ba Krong,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011503,បឹង,Boeng,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011504,ត្រពាំងវែង,Trapeang Veaeng,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011505,ខ្នងភូមិ,Khnang Phum,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011506,ថ្នល់ដាច់,Thnal Dach,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011507,ថ្នល់,Thnal,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011508,ឃ្លោក,Khlouk,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5011509,ត្រពាំងប្រិយ៍,Trapeang Prei,លេខ ៤៩៣ ប្រ.ក,,
ក្រុង,502,ច្បារមន,Chbar Mon,អនុក្រឹត្យលេខ​ ២២៩ អនក្រ.បក,ពីមុនជាស្រុកច្បារមន​ឥឡូវបានផ្តូរមនជាក្រុងច្បារមន,
សង្កាត់,50201,ច្បារមន,Chbar Mon,អនុក្រឹត្យលេខ​ ២២៩ អនក្រ.បក,ពីមុនជាស្រុកច្បារមន ឥឡូវជាសង្កាត់ច្បារមន,
ភូមិ,5020101,តាម៉ុល,Ta Mol,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5020102,ផ្គង់,Phkong,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5020103,ត្រពាំងលើក,Trapeang Leuk,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5020104,ពេជសង្វា,Pech Sangvar,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5020105,អង្គប្រាសាទ,Angk Prasat,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5020106,រលួស,Roluos,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5020108,បូរីកម្មករ,Borei Kammeakkar,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5020109,ចំការដូង,Chamkar Doung,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5020110,សំបួរ,Sambuor,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5020111,ភ្នំដី,Phnum Dei,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5020112,ព្រៃស្លឹក,Prey Sloek,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5020113,សំពៅ,Sampov,លេខ ៤៩៣ ប្រ.ក,,
ភូមិ,5020114,ខ្ទុំក្រាំង,Khtum Krang,លេខ ៤៩៣ ប្រ.ក,,
សង្កាត់,50202,កណ្ដោលដុំ,Kandaol Dom,លេខ​ ២២៩ អនក្រ.បក,ពីមុនជាស្រុកកណ្តោលដុំ ឥឡូវបានប្តូរជាសង្កាត់កណ្តោលដុំ,
